waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=1.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=1.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=1.02e-06) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=1.02e-06) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=1.12e-06) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=1.12e-06) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=2.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=2.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=3.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=3.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=4.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=4.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=5.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=5.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=6.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=6.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=7.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=7.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=8.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=8.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=9.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("W"))) (L=9.2e-07) Y
1.207410367326424,88.75798952140623,0.9083256737490789,12.99496496813864,0.9048348411616509,11.87341227485753,1.048902836207721,53.78122985555014,0.9928076607095989,38.56030195045895,0.9636268057440954,30.0732905164835,0.9456401023310338,24.65808569458035,0.9334151137186291,20.90037917490623,0.9245565117497043,18.13906955421684,0.9178391427294017,16.02366514137246,0.9125696715748567,14.35095669858785
1.227292138099998,87.68408685322113,0.9212045834320212,12.87663693211522,0.9176450391292233,11.76571147410931,1.064789171114174,53.2158568855625,1.007436252446,38.17658592629443,0.9776319067879025,29.78281111645908,0.9592710714024129,24.42435015840326,0.9467961416352709,20.70481989100405,0.9377585942178952,17.97095499222636,0.9309067399369022,15.87623338020694,0.925532497907449,14.21967200570151
1.247785384963208,86.60569419491215,0.9343983190625748,12.75772322383122,0.9307674958554613,11.6574760615972,1.081109720373649,52.6479492993377,1.022447521721996,37.79108770452841,0.9919949726556492,29.49095447266184,0.9732454552427295,24.18949143635005,0.9605109841057039,20.50831196470433,0.9512876781045567,17.80201919972236,0.9442962516033476,15.72807753346059,0.9388132956926158,14.08773976709738
1.268917486713863,85.52276485265521,0.9479180925920571,12.63821961698659,0.9442133007274882,11.54870219346545,1.097881750759034,52.07748545872595,1.037856039522954,37.40379310924959,1.006729324904178,29.1977100110595,0.9875758535012787,23.95350108424143,0.9745717701775385,20.31084836212656,0.96515556128498,17.63225614685036,0.9580192298761725,15.57919232309845,0.9524234275223831,13.95515528908666
1.290717472714886,84.43525185587886,0.961775648268448,12.51812186369336,0.9579940681056467,11.43938600623003,1.11512344766205,51.50444361221956,1.053677117826561,37.0146878913598,1.021848946721383,28.90306710328466,1.002275482519928,23.71637061460568,0.9889912166713776,20.11242201337642,0.9793746092381648,17.46165977290974,0.9720877796399631,15.42957244410239,0.9663747973161849,13.82191385399631
1.313216149864183,83.34310796350171,0.975983294528277,12.39742569534529,0.9721219686831559,11.32952361756393,1.132853977099124,50.92880189994849,1.069926857303433,36.62375773184041,1.037368524476567,28.60701506900991,1.017358213473939,23.47809149853223,1.003782664157019,19.91302581406094,0.9939577895275448,17.29022398763343,0.9865145919025475,15.27921256557758,0.9806798828713317,13.68801072114284
1.336446241527565,82.24628567021843,0.9905539382164399,12.27612682355857,0.9866097631277332,11.21911112714682,1.151093552840961,50.35053835901159,1.086622198770576,36.23098824526321,1.053303492456542,28.30954317850781,1.032838613390855,23.23865516767183,1.018960115615056,19.71265262692513,1.008918708835281,17.11794267257054,1.001312979638835,15.12810733194845,0.9953517707984886,13.55344112788574
1.360442539763966,81.14473721278596,1.005501121335854,12.15422094118728,1.001470838202473,11.10814461758246,1.169863509169176,49.76963092915096,1.103780978748883,35.83636498355477,1.069670081077955,28.01064065540325,1.048731989305649,22.99805301639045,1.03453827802214,19.51129528361577,1.024271652774876,16.94480968257756,1.016496916307421,14.97625136424917,1.010404194049817,13.41820029076423
1.385242072340333,80.03841457626079,1.020839060549203,12.03170372341753,1.016719245583095,10.99662015538729,1.189186379820483,49.18605745877382,1.121421989513972,35.43987344002284,1.086485368897128,27.7102966796261,1.065054435837294,22.75627640408364,1.050532607122776,19.30894658657847,1.040031628729904,16.77081884742317,1.032081077276849,14.8236392615131,1.025851572268468,13.28228340672157
1.410884286224998,78.92726950014499,1.036582689677742,11.90857082894379,1.032369743610777,10.88453379205377,1.209085983743358,48.59979571132637,1.139565044072486,35.04149905365328,1.103767338773036,27.40850039057243,1.081822886501999,22.51331665765799,1.066959355677968,19.1055993110938,1.056214411992261,16.59596397351187,1.048080884422817,14.6702656022658,1.041709055211513,13.14568565442143
