waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=1.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=1.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=1.7e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=1.7e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=2.1e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=2.1e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=2.5e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=2.5e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=2.9e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=2.9e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=3.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=3.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=3.7e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=3.7e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=4.1e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=4.1e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=4.5e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=4.5e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=4.9e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=4.9e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=5.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Lp=5.3e-07) Y
0.9268193322414718,0.5564422246361671,1.023388315732742,0.6338362925102443,1.059409686736568,0.6585081983431916,1.07874476072859,0.6706254207874528,1.090948021902052,0.6779297053066438,1.099396915627662,0.6828633531039483,1.105609789005706,0.6864403834014188,1.110377091626172,0.689161360421393,1.114153394459008,0.6913042273075229,1.11721969382226,0.6930369018266288,1.119759499955279,0.6944674305309716
0.9451712835254178,0.5707902972610153,1.043844816955961,0.6510991572909929,1.080592659583852,0.6766841169344529,1.100303798942821,0.6892407866131421,1.112740185001508,0.696807400888465,1.121348939204615,0.7019176294908631,1.127678722645812,0.7056226413183416,1.132535436254362,0.7084410726183132,1.136382414307296,0.7106608103561259,1.139506020401181,0.7124557500451306,1.142093248238141,0.7139377764488302
0.9640786587522615,0.5857316040206336,1.064932944921911,0.6691350882013612,1.102432879112471,0.6956927662370732,1.122533146604853,0.7087181842468111,1.135210698761086,0.7165648250108816,1.143984811261618,0.7218636442703518,1.150435521440235,0.7257053964502108,1.155384717785984,0.7286279849298912,1.159304800165275,0.7309299025301802,1.162487683918224,0.7327914227524562,1.165123965684202,0.7343285268183852
0.9835649367988029,0.6013013889628179,1.086680244129979,0.6879946408876735,1.124959283957704,0.7155901857316939,1.145462455139992,0.7291164231448007,1.158389653533121,0.7372624845155533,1.167334922262093,0.7427630663606137,1.173910795144983,0.746751170255288,1.178955713732033,0.7497852740820514,1.182951462261055,0.7521752013250201,1.18619570234437,0.7541080419271465,1.188882759548006,0.7557041565990844
1.003654863169181,0.6175376440526001,1.1091158101544,0.7077327673816939,1.148202465173129,0.7364374501673185,1.169123080612542,0.7504996798515559,1.182308876496418,0.7589664594505833,1.191431421486252,0.7646832801201047,1.198136928383878,0.7688283045220468,1.20328098873867,0.7719820180516045,1.207355107656681,0.7744663699842049,1.210662898355193,0.7764757479925392,1.213402548309971,0.7781352031031663
1.024374528390441,0.6344813702614018,1.13227039228726,0.7284092914284681,1.172194777792801,0.7583012347759641,1.193548199869225,0.7729381111584737,1.207002050596572,0.7817490463822798,1.216308337863603,0.7876980496115265,1.223148202850513,0.7920116411533382,1.228395017828486,0.7952938878619773,1.232550364306446,0.7978797388924108,1.235924024049277,0.799971409066573,1.238718186939822,0.8016989818031541
1.045751451116642,0.6521768670183146,1.156176503318032,0.7500894447858824,1.196970460453797,0.7812544563210811,1.21877293521281,0.7965085512409319,1.232504842298057,0.8056894908703234,1.242001709804294,0.8118882756566033,1.248980928642135,0.8163832974396468,1.254334318873295,0.819803936962593,1.258573914424179,0.8224991062293949,1.26201589503753,0.824679430848433,1.264866601581632,0.8264804039262854
1.06781466603136,0.6706720532709989,1.180868536804596,0.7728444734013274,1.222565763538334,0.8053770017051304,1.244834488116522,0.8212953060886379,1.258855038688222,0.830874823446343,1.268549724587995,0.8373428607432518,1.275673585296925,0.8420335524221597,1.281137594879093,0.8456035042123043,1.285464637746888,0.8484166542421377,1.288977534496113,0.8506926837758882,1.291886934257479,0.8525729127014194
1.090594816572495,0.6900188237367669,1.206382892152221,0.7967523237946053,1.249019086268046,0.8307565578880342,1.271772282468708,0.8473910609211255,1.28609269445483,0.8574008160414414,1.295992867852242,0.8641596996148123,1.3032669730902,0.8690618628361947,1.308845886648383,0.87279324947217,1.313263765267301,0.8757340005538796,1.316850327761038,0.8781135672117172,1.31982069817213,0.8800795583012863
1.114124252416342,0.7102734442699291,1.232758107757952,0.8218984216390955,1.276371123136271,0.8574895592754251,1.299628117796117,0.8748979191235753,1.314260289220605,0.8853730789374039,1.324374083685393,0.8924468167031879,1.331804375109105,0.8975780306102089,1.337502736349582,0.9014843444167209,1.342015043972345,0.9045634076282817,1.345678188007189,0.9070552341961258,1.348711944165918,0.9091142353676641
