waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=1.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=1.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=2.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=2.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=3.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=3.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=4.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=4.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=5.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=5.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=6.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=6.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=7.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=7.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=8.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=8.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=9.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=9.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=1.03e-06) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=1.03e-06) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=1.13e-06) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=1.13e-06) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=1.23e-06) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=1.23e-06) Y
1.995083135807094,17880623495.56423,1.685160743655788,6606351530.513704,1.578526978969231,3402975010.137525,1.523734340257632,2067573670.350965,1.490181069959151,1387487933.073742,1.467469771711448,994992336.4151154,1.451061880295911,748187023.1497169,1.438650830681383,582981411.2134969,1.428936840910574,467004493.6384324,1.421130316450081,382477756.5375836,1.414723313671193,318979138.3574081,1.409373962509384,270071304.5958461
2.043483213079571,17957803573.1266,1.721474498167661,6646028045.8067,1.611072858562675,3426225581.484968,1.554434536721489,2082449483.430668,1.519782138140193,1397693710.291649,1.496340416211688,1002382658.250525,1.479411670533539,753766809.5352062,1.466610475418022,587334671.7447408,1.456593438352602,470491160.1625674,1.448544856677358,385330730.1916151,1.441940186884981,321355354.2817493,1.436426493004003,272080168.3626421
2.093946619726216,18033558694.09411,1.759188186586565,6685536942.907666,1.644814538244873,3449573907.863292,1.586233181277544,2097471647.213142,1.550424692696845,1408035056.539175,1.52621514944013,1009887062.493113,1.508739115328551,759440554.3652816,1.495528105492014,591765374.9934144,1.485192822119909,474042177.853918,1.476890093471017,388237732.5555387,1.470077917456404,323777415.6928017,1.464391723405669,274128328.9622747
2.146583479117793,18107633283.76138,1.798377812253081,6724821645.787936,1.679814919134279,3472987564.022076,1.619186889890253,2112624155.857078,1.582161691443078,1418504455.057977,1.55714454105594,1017502168.450697,1.539093104433679,765206913.9916899,1.525451365636449,596273200.8604238,1.514781678039855,477657745.4169565,1.506211952005114,391199221.1872234,1.499181812936556,326245901.3762912,1.493314450221514,276216412.2106172
2.201508100237706,18179727546.72028,1.839124252891782,6763823015.746509,1.716141008628389,3496431653.031468,1.653355962542651,2127888787.721906,1.615049521223668,1429092785.940696,1.589182420779024,1025223494.936285,1.570525667926114,771063789.1475505,1.55643095180958,600857301.7540877,1.545409674377345,481337685.6186303,1.536559285245308,394215380.164787,1.529300064256886,328761187.3802648,1.523242316570544,278344891.0758569
2.258838412928372,18249490297.44767,1.8815135214495,6802478850.209638,1.753864195950519,3519868874.075922,1.688804644078474,2143245057.344002,1.64914824591749,1439789218.192103,1.622386116689927,1033045348.030478,1.603092207156232,777008226.9315771,1.588520836449916,605516221.7187632,1.577129682576434,485081379.6960334,1.567984091037445,397286066.9564314,1.560483959807837,331323403.7466247,1.554226023744058,280514050.1520658
2.318695199784413,18316511246.39874,1.925637010674694,6840723174.654003,1.793060535834853,3543259579.466741,1.725601398367821,2158670189.876358,1.68452186937686,1450581114.633725,1.65681670906132,1040960711.908638,1.636851741458032,783036320.5924876,1.621778509572451,610247811.0893943,1.609998013855352,488887696.5638931,1.600541745030875,400410754.0928202,1.592788115319546,333932386.3620222,1.586319558529779,282723945.6821758
2.381201107432602,18380312962.36082,1.971591709080035,6878485294.035698,1.833811036273516,3566561802.321693,1.763819194082457,2174139115.630427,1.721238612565228,1461453952.282516,1.692539299484436,1048961145.579241,1.671867170679082,789143109.1471182,1.656265235953712,615049137.9263849,1.64407467203336,492754917.5160427,1.634291249909516,403588465.9682612,1.626270720088726,336587624.0222509,1.619580436898965,284974361.0817427
2.446479434028479,18440342871.1472,2.019480372101107,6915688568.616182,1.876201944474213,3589731232.850827,1.803535799317302,2189624479.577182,1.759371203432693,1472391259.853193,1.729623294508025,1057036688.329631,1.708205553150729,795322479.1365798,1.692046328288538,619916397.8151833,1.679423622654297,496680657.4134146,1.669295501128145,406817711.3409048,1.660993799849561,339288200.9950862,1.654069964432527,287264758.0608778
2.514652712387051,18495965824.5303,2.069411627615433,6952248877.768798,1.920325022866642,3612721117.997292,1.844834080890696,2205096657.45026,1.79899717708271,1483374572.560361,1.768142702250684,1065175776.325565,1.745938398103984,801567070.9561825,1.729191435681068,624844823.8990107,1.71611307801875,500661783.6507324,1.705621568948513,410096412.368871,1.697023496222081,342032735.5882077,1.689853513528381,289594223.6201006
2.585841140805149,18546457974.06872,2.121499989490109,6988072734.655456,1.966277804024081,3635482056.442456,1.887802302298038,2220523766.572479,1.840199182455059,1494383402.403342,1.808176439413661,1073365172.084189,1.785141970686175,807868192.1164227,1.767774846105493,629828599.2004778,1.754215797097831,504694334.4623,1.743340995996676,413421831.2889555,1.734430362148946,344819315.4703519,1.727000816949812,291961413.4011664
2.660160956769802,18591002893.16013,2.175865746559067,7023055015.40963,2.014163809593907,3657961658.801335,1.932534411861337,2235871655.866793,1.883065289980785,1505395219.61859,1.849808644726792,1081589907.371857,1.825897606574387,814215739.4285109,1.807875800472644,634860773.3169188,1.79380939841648,508773438.3198516,1.782530108763355,416790496.0877064,1.773289671998133,347645430.736233,1.765586276593757,294364492.0946186
2.737722900734847,18628691073.07965,2.2326346876516,7057076270.026859,2.064092713615104,3680104041.300251,1.979130309468637,2251103855.914132,1.927689292332647,1516385438.047018,1.893128992999771,1089833238.42896,1.868292031621042,820598131.3869089,1.84957881458234,639933185.3763193,1.834976682785406,512893236.2375661,1.8232703403709,420198126.6908447,1.813681743996557,350507905.9206328,1.805689285413688,296801071.8225848
2.818630973179466,18658524024.04747,2.291937616557703,7089999590.651744,2.116180424818769,3701849120.46254,2.027696076271279,2266181466.603234,1.974170987353198,1527327393.907252,1.938233001494476,1098076610.292252,1.912417679887578,827002250.885026,1.892974003421771,645036394.6458448,1.877805961129312,517046808.66821,1.865648560441007,423639563.2558089,1.855692271280607,353402832.3160487,1.847394559140937,299268149.5998582
2.902981739468888,18679424176.09825,2.353909605130828,7121667029.363853,2.170549055592423,3723131676.540494,2.078344146632778,2281062957.109601,2.022616428321741,1538192304.065039,1.985222317124655,1106299624.418837,1.958373000680229,833413396.8174533,1.938157399853969,650159619.3318462,1.92239138048066,521226108.2848687,1.90975740589908,427108698.0355971,1.899412655992282,356325501.9836478,1.890792472703608,301762045.0908749
2.990864470953596,18690251529.57256,2.418688929746375,7151895585.91223,2.227326737295587,3743880155.02246,2.131193395339717,2295703850.87813,2.073138121732304,1548949186.566626,2.03420496884304,1114480000.920548,2.006262741624099,839815241.1017895,1.98523125656435,655290682.8573719,1.968833238328629,525421899.235563,1.95569560389793,430598411.9298292,1.944940338373965,359270344.7147979,1.935979393909649,304278339.878907
3.082362412302554,18689827501.33308,2.486415638559928,7180472831.089613,2.286647232820307,3764015179.231516,2.186369105480384,2310056267.229315,2.125855146506387,1559564723.222999,2.085295564288611,1122593523.659974,2.056198190196446,846189785.2564778,2.034304316003585,660415965.2432152,2.017238271745685,529623702.3913899,2.003568274555651,434100516.1965632,1.992379109548058,362230868.8447463,1.983058003872044,306811819.2955852
3.177555420554702,18676965643.85629,2.557229707967984,7207152299.083811,2.348649288349523,3783447754.007631,2.244002773470692,2324068291.493073,2.180893160893029,1570003041.691936,2.138615403128113,1130613953.467678,2.108297350265985,852517308.0212222,2.085492027759214,665520355.1909887,2.067719902841342,533819744.6712164,2.053487196667177,437605698.8282482,2.041839392401578,365199606.1928113,2.032137589607242,309356417.4736921
3.276524123529519,18650507942.95967,2.631268770921096,7231648877.245592,2.413475658422314,3802077152.555691,2.304231697681687,2337683147.67339,2.238384254136384,1580225393.149368,2.194292471353433,1138512892.100511,2.162685022828997,858776292.7938145,2.138916686069128,670587196.1708755,2.120398415871054,537996908.750759,2.105571013723035,441103473.7898083,2.093438469489425,368168060.474849,2.083334288993839,311905165.6434875
3.37935559866679,18609364370.23294,2.708665442522849,7253634546.920908,2.481271733780664,3819788498.341986,2.367198286605041,2350838152.287872,2.298466589419562,1590189701.683583,2.252461270994373,1146259577.618294,2.21949275111197,864943321.1417218,2.194707451830739,675598217.4203255,2.175401033510762,542140677.4423268,2.159945350193744,444582129.7130544,2.1473006298593,371126657.3054572,2.136771261571204,314450142.773423
3.486150397709973,18552552488.81887,2.789544334651506,7272734981.395761,2.552183703349276,3836450084.81813,2.43304901271706,2363463436.319291,2.361283773060068,1599849963.522071,2.313262428369157,1153820591.024235,2.278858579452202,870992916.6604545,2.253000213300361,680533438.5056539,2.232861850182971,546235064.9241004,2.216742798872589,448028672.8346336,2.203557197925841,374064692.4272786,2.192578750214541,316982426.4756394
3.597030570962227,18479233415.25997,2.874018944017616,7288527673.721626,2.626356194867654,3851910521.709733,2.501932931352677,2375480435.783931,2.426983873440057,1609155478.851116,2.376842011572775,1161159454.802641,2.340926563035597,876897322.4039583,2.313937227718135,685371034.3087859,2.292921568789926,550262525.0428315,2.276102728951202,451428757.1201981,2.262346396776521,376970273.1809734,2.25089398830931,319492040.720165
3.712148216069817,18388740502.25328,2.962188714907177,7300542420.454974,2.703929369506837,3865995861.511853,2.573999683512433,2386800172.480079,2.495718003603459,1618049907.357223,2.443350475455512,1168236107.049872,2.405845952261065,882626195.5112664,2.377666472655468,690087146.3856182,2.35572697391937,554203825.4346056,2.33817085146007,454766592.8815798,2.323812985524497,379830246.6429676,2.311860894551947,321967895.4579208
3.831694023505285,18280597782.05,3.054136707840128,7308265080.870235,2.785035501813142,3878506946.11246,2.649396912877835,2397321377.773933,2.567638377063053,1626470152.147962,2.512941141899312,1175006241.097019,2.473769962540198,888146205.1331216,2.444340621854491,694655627.1115022,2.421430060140564,558037875.6216035,2.403098464143668,458024824.1018723,2.388107595795352,382630106.57348,2.375629483081891,324397711.9463177
3.955905329791093,18154526395.83314,3.149928425240038,7311145501.344835,2.869795164991845,3889217319.720149,2.728267057674048,2406928556.727374,2.642895752163772,1634345097.265547,2.585768118231341,1181420511.012864,2.544854030208759,893420525.1313126,2.514115547539994,699047705.5191575,2.49018671978616,561741498.0719047,2.471041282825508,461184364.569158,2.45538567698181,385353870.691907,2.442354900962542,326767926.6939757
4.085073312076821,18010438692.26825,3.249612418512773,7308610270.733738,2.958313267555273,3897872171.826781,2.810743536413829,2415490149.704682,2.721636203593254,1641594253.751022,2.661983562584055,1187423619.609457,2.61925345209533,898408222.3093427,2.587148242904792,703231569.0373086,2.562154883247604,565289134.1020684,2.542157753009366,464224184.3266088,2.525805945326493,387983920.289368,2.5121959896066,329063566.880154
4.21954913469305,17848421105.32132,3.353223282585895,7300080500.084537,3.050675348147116,3904188882.733309,2.896946442527867,2422857023.759814,2.803997209848552,1648126410.161057,2.741734229846931,1192953329.223574,2.697120316627564,903063555.384809,2.663594060032428,707171864.4226155,2.637492000774834,568652482.2474316,2.616606727684587,467121041.5389745,2.599528221517184,390500796.3673415,2.585313254504392,331268091.3491791
4.359749048988335,17668708042.71163,3.460787492743933,7284994094.70834,3.146944715176393,3907859809.490274,2.986978003607367,2428861611.766457,2.890103133676262,1653838436.490075,2.825157286049067,1197939468.171136,2.778599667385858,907335220.8924497,2.743603177946373,710829135.1558971,2.716351765076575,571800076.2457446,2.694544401249269,469849161.4370201,2.676710540835443,392882951.0345545,2.661866123558967,333363194.4223264
4.506158612738989,17471649662.06832,3.572332236890092,7262831089.081412,3.247161182101467,3908557922.981205,3.080918246102313,2433318100.585651,2.980060308813242,1658614453.766616,2.912375474773277,1202303048.062022,2.863824907668204,911165610.8496709,2.827316263816017,714159232.5471983,2.798880008770959,574696824.0547857,2.776120414375582,472379874.3928558,2.757505437476108,395106460.5617267,2.742009386305073,335328575.4849236
4.65933630724314,17257676548.0951,3.687896970799692,7233139725.556805,3.351342242354184,3905945732.184096,3.178821520581106,2436024126.753591,3.073952135144352,1662325648.227295,3.003491867822504,1205955657.641576,2.952912570251415,914490183.5314143,2.914859381204889,717112764.4616071,2.885209783141584,577303549.1626717,2.861473103113497,474681240.1978533,2.842055352404274,397144718.0355315,2.825888745624638,337141686.2889099
4.819916877938084,17027264015.53349,3.807546955091848,7195560328.451692,3.459487480987142,3899687567.259517,3.280714747979141,2436764433.67085,3.171834816609604,1664831064.223147,3.098584638812819,1208799351.933897,3.045956751353466,917237091.1655598,3.006338346533783,719634678.4857601,2.975455749663644,579576601.008144,2.950723972770668,476717705.6747224,2.930487207129925,398968139.4858829,2.913635495076832,338777480.7108955
4.988614711994075,16780898203.70355,3.931387641900394,7149843901.619667,3.571586771421027,3889464739.065312,3.386598378487718,2435316835.531623,3.273734619728488,1665979729.719055,3.197702552614493,1210727299.387105,3.143023744125876,919327251.0437231,3.101832947738947,721664112.7118915,3.069708206226455,581467631.2810833,3.043971648058144,478449867.292593,3.022906340152352,400543937.533256,3.00536047533263,340208208.4018433
5.16622750713097,16519045467.13044,4.059578589964553,7095862894.344775,3.687632333925687,3874992420.671759,3.496451025984513,2431460584.073719,3.379647722433156,1665614420.298931,3.300862129599647,1211625464.965648,3.244147687796684,920675078.1452776,3.201391712668511,723134680.4854766,3.168027329028774,582923663.2257446,3.141285793956608,479834437.0113686,3.119390230300436,401836039.4852208,3.101147676525062,341403313.406008
5.353640395934189,16242125943.41094,4.192345673692365,7033612678.345284,3.80763409092769,3856036460.499115,3.610238469432446,2424986837.246701,3.489543770172163,1663577219.545691,3.408047650516203,1211375567.732882,3.349328325295911,921190100.2066791,3.30502821793945,723975373.664099,3.270438520352105,583887603.8789492,3.242701807557707,480824532.6886529,3.219982729349605,402805248.5502576,3.201048142187914,342329518.6437222
5.551830582886714,15950491685.84627,4.329990703532764,6963203700.923079,3.93163708350239,3832427944.546671,3.727927160865416,2415710430.422414,3.603374055634657,1659716768.178063,3.519215210926128,1209859431.26215,3.458532146715914,920779628.0610684,3.412720191913046,724112255.3164606,3.376930057831637,584299351.9175826,3.348217408671106,481370424.6919798,3.324689864312238,403409760.3651524,3.305075172226417,342951191.7183534
5.761872435671228,15644409427.05753,4.47289809434347,6884845658.430193,4.059739212221136,3804073364.822827,3.849501601959651,2403481663.526866,3.721084718926067,1653896729.776417,3.634301797817411,1206964630.655583,3.571698167183497,919352535.0122281,3.52441277602436,723471048.5735772,3.487454443313425,584097620.6561007,3.457792520195703,481420854.9933515,3.433478573454386,403606141.9311919,3.413202153135973,343231088.3632313
