waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=1.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=1.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=1.7e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=1.7e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=2.1e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=2.1e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=2.5e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=2.5e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=2.9e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=2.9e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=3.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=3.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=3.7e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=3.7e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=4.1e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=4.1e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=4.5e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=4.5e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=4.9e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=4.9e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=5.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=5.3e-07) Y
0.9268193322414718,257.942288846117,1.023388315732742,156.3958189464591,1.059409686736568,112.8340050643127,1.07874476072859,88.33480942924167,1.090948021902052,72.59445915736596,1.099396915627662,61.62033230577328,1.105609789005706,53.53015897808866,1.110377091626172,47.31847352709576,1.114153394459008,42.39883848186027,1.11721969382226,38.40601128662048,1.119759499955279,35.10059482589211
0.9451712835254178,255.5398564695055,1.043844816955961,154.7880102180784,1.080592659583852,111.6334109479029,1.100303798942821,87.3778388895437,1.112740185001508,71.79916716765514,1.121348939204615,60.94006869890139,1.127678722645812,52.93588879267497,1.132535436254362,46.79091208647725,1.136382414307296,41.92452938296439,1.139506020401181,37.97519441194465,1.142093248238141,34.70596687126095
0.9640786587522615,253.1126106751536,1.064932944921911,153.1648898535526,1.102432879112471,110.421818322645,1.122533146604853,86.412299736744,1.135210698761086,70.99686087967234,1.143984811261618,60.25386928038974,1.150435521440235,52.33647450649251,1.155384717785984,46.25881225453123,1.159304800165275,41.44616017051057,1.162487683918224,37.54070461171776,1.165123965684202,34.30798582477873
0.9835649367988029,250.6602694425445,1.086680244129979,151.5263140829358,1.124959283957704,109.1991338218354,1.145462455139992,85.43812373957445,1.158389653533121,70.1874868745885,1.167334922262093,59.56169031060585,1.173910795144983,51.73187916446525,1.178955713732033,45.7221420790413,1.182951462261055,40.9637027253475,1.18619570234437,37.10251679278213,1.188882759548006,33.90662904017132
1.003654863169181,248.182548951756,1.1091158101544,149.8721392283377,1.148202465173129,107.9652644703719,1.169123080612542,84.45524310853349,1.182308876496418,69.370992165801,1.191431421486252,58.86348845693961,1.198136928383878,51.12206619044058,1.20328098873867,45.1808699597461,1.207355107656681,40.47712925563367,1.210662898355193,36.66060616717082,1.213402548309971,33.50187415661991
1.024374528390441,245.6791638931541,1.13227039228726,148.2022219503787,1.172194777792801,106.720117877693,1.193548199869225,83.46359065366376,1.207002050596572,68.54732433231798,1.216308337863603,58.15922090933191,1.223148202850513,50.50699948908752,1.228395017828486,44.63496473949134,1.232550364306446,39.98641237929746,1.235924024049277,36.21494832739128,1.238718186939822,33.09369916801812
1.045751451116642,243.1498278172997,1.156176503318032,146.5164195207536,1.196970460453797,105.4636024496233,1.21877293521281,82.46309995712963,1.232504842298057,67.71643166430927,1.242001709804294,57.44884550613475,1.248980928642135,49.8866435567768,1.254334318873295,44.08439580332677,1.258573914424179,39.49152521362076,1.26201589503753,35.76551932816553,1.264866601581632,32.6820824981337
1.06781466603136,240.5942535317262,1.180868536804596,144.8145901251015,1.222565763538334,104.1956276221953,1.244834488116522,81.45370556303082,1.258855038688222,66.87826332284672,1.268549724587995,56.73232087203979,1.275673585296925,49.26096360296331,1.281137594879093,43.52913318690225,1.285464637746888,38.99244147316789,1.288977534496113,35.31229577573973,1.291886934257479,32.26700308269581
1.090594816572495,238.0121535525439,1.206382892152221,143.0965932011352,1.249019086268046,102.9161041210595,1.271772282468708,80.43534318731082,1.28609269445483,66.03276951620774,1.295992867852242,56.00960657010607,1.3032669730902,48.6299256838486,1.308845886648383,42.96914769574433,1.313263765267301,38.48913557748301,1.316850327761038,34.8552549260586,1.31982069817213,31.84844045959714
1.114124252416342,235.4032406201169,1.232758107757952,141.3622898177754,1.276371123136271,101.6249442506637,1.299628117796117,79.40794995106064,1.314260289220605,65.17990169547936,1.324374083685393,55.28066327022852,1.331804375109105,47.99349685037239,1.337502736349582,42.40441103723538,1.342015043972345,37.98158277019841,1.345678188007189,34.39437479329861,1.348711944165918,31.42637486858147
