waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=1.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=1.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=1.7e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=1.7e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=2.1e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=2.1e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=2.5e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=2.5e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=2.9e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=2.9e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=3.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=3.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=3.7e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=3.7e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=4.1e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=4.1e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=4.5e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=4.5e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=4.9e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=4.9e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=5.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Lp=5.3e-07) Y
2.421892308739233,27551088035.84526,2.741266119332949,13594907107.72642,2.854779041159188,8123329446.243129,2.913789083132614,5416005434.42549,2.950321070032785,3875133299.105426,2.975309222101186,2912989370.446016,2.993538250887533,2271203840.772,3.007449784393526,1821371076.834322,3.018427270242729,1493677173.722318,3.027316406730212,1247459736.824781,3.0346648084667,1057707935.11633
2.496848030057102,27746440514.24809,2.830064344657785,13670569347.61063,2.948455084083317,8164289225.866525,3.009921571832217,5441949172.291403,3.047927781189332,3893165295.94427,3.073897930212739,2926320996.321657,3.092827871364937,2281504737.00518,3.107264877766613,1829597562.447413,3.118651049527213,1500417613.817498,3.127867241822373,1253096667.339603,3.135483421174353,1062501256.787554
2.574629188620973,27928414306.39334,2.922311630313835,13737505339.55377,3.045778707601545,8199527277.987605,3.109788757526296,5463880327.484797,3.149313858269537,3908227606.298133,3.176291230106237,2937363411.259109,3.195937285107728,2289984826.488967,3.210909366598224,1836339605.028432,3.222710507098523,1505923500.441818,3.232257978157639,1257689914.164185,3.240144832700808,1066400083.522562
2.655317406735978,28095590884.59276,3.018069679066843,13794741996.5307,3.146790458182115,8228386591.08158,3.213415967928352,5481333418.956344,3.254493562958304,3919975192.360086,3.28249502332189,2945851282.982913,3.302865852287624,2296433974.378796,3.318377363122827,1841426772.652503,3.330595453056854,1510053871.732449,3.340474835536309,1261120971.996836,3.348632221384535,1069303405.661362
2.739003665360828,28246615417.95855,3.117405153286693,13841347196.59695,3.251531152155498,8250235690.461349,3.320825679331509,5493860488.249866,3.363476215929028,3928075935.130391,3.392508744884094,2951529282.480299,3.413605403860353,2300650068.911938,3.429654651375216,1844695235.722052,3.442286751597623,1512673307.826119,3.452494597587619,1263276061.903887,3.460918931474671,1071114297.310149
2.825792067091358,28380228477.03672,3.220396568607308,13876462134.55467,3.360050458522568,8264493896.487926,3.432047072334425,5501050337.724063,3.476276352949935,3932225541.300753,3.506336155829972,2954163914.583307,3.528151442646935,2302448604.807745,3.544730212019162,1845995676.288414,3.557768111865465,1513658563.882319,3.568296625310925,1264051770.982675,3.576980675850959,1071744768.613932
2.915803819945496,28495293190.38291,3.327142121487405,13899331339.71882,3.472417055944341,8270655660.239619,3.547127676859532,5502547423.313973,3.592926512980557,3932162342.085568,3.623998832055144,2953555308.455658,3.646517126025619,2301672266.23999,3.663610668085186,1845201213.236986,3.677040903280822,1512905225.395959,3.687877978397417,1263360716.17916,3.696810914877679,1071120641.97407
3.009181251854777,28590815574.3378,3.43776788356851,13909327072.85629,3.588729578370977,8268311114.999775,3.666146118519356,5498068088.766079,3.713491167769563,3927680103.255105,3.74555088422863,2949547480.048225,3.768748891855534,2298199286.193851,3.786336407720845,1842214324.119916,3.800140713213182,1510333523.898062,3.811270328231426,1261136494.467451,3.820438066239929,1069185813.814679
3.106091678384011,28665956404.63299,3.55243572781081,13905965308.41243,3.709127358502093,8257160203.968325,3.789224737029709,5487411941.458615,3.838080647235337,3918637076.745411,3.871093998887113,2942035601.433782,3.894941925690507,2291949371.01722,3.912997670888333,1836971746.529857,3.92715386905613,1505892450.16258,3.938556831287979,1257337179.206391,3.947942669435348,1065905260.48858
3.20673098467798,28720033853.82542,3.671350400611336,13888911543.90849,3.833799985818914,8237018543.697025,3.916540806606929,5470466765.87536,3.966863496866458,3904959949.912932,4.000790502443188,2930969167.429206,4.025254003869055,2282886264.874085,4.043748815456821,1829446581.809687,4.058232006688389,1499561507.577559,4.0698869890433,1251946797.959944,4.079472480158563,1061266298.711847
3.311326839268902,28752517029.582,3.794765312509747,13857976041.42644,3.962994908082962,8207814390.695601,4.048335329704906,5447206350.940384,4.100076064683077,3886642147.689681,4.134873514706189,2916350600.998623,4.159915974525576,2271016571.185146,4.178819006950588,1819647286.042204,4.193603123667784,1491349825.558082,4.205487842595921,1244974553.456429,4.21525380174302,1055277894.317742
