waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=1.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=1.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=1.02e-06) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=1.02e-06) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=1.12e-06) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=1.12e-06) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=2.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=2.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=3.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=3.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=4.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=4.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=5.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=5.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=6.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=6.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=7.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=7.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=8.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=8.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=9.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (L=9.2e-07) Y
1.207410367326424,0.2901997612104533,0.9083256737490789,0.2063368388129807,0.9048348411616509,0.205347905708093,1.048902836207721,0.245470395245071,0.9928076607095989,0.2299237523302263,0.9636268057440954,0.2218302639220607,0.9456401023310338,0.2168215128956184,0.9334151137186291,0.2134027973386947,0.9245565117497043,0.2109162121591353,0.9178391427294017,0.2090247751288741,0.9125696715748567,0.2075372714640381
1.227292138099998,0.2957029970061686,0.9212045834320212,0.2096165056144559,0.9176450391292233,0.2086059201586835,1.064789171114174,0.2496909331955771,1.007436252446,0.233750664128167,0.9776319067879025,0.2254627143717241,0.9592710714024129,0.2203371399847512,0.9467961416352709,0.2168402128015702,0.9377585942178952,0.2142975133353267,0.9309067399369022,0.2123638280881968,0.925532497907449,0.2108433645492674
1.247785384963208,0.3014017770100385,0.9343983190625748,0.2129872517377081,0.9307674958554613,0.2119541410357605,1.081109720373649,0.2540434537753773,1.022447521721996,0.2376917805848616,0.9919949726556492,0.2292009274438379,0.9732454552427295,0.2239535740336488,0.9605109841057039,0.2203751681811652,0.9512876781045567,0.2177740362097027,0.9442962516033476,0.2157963718776437,0.9388132956926158,0.2142416069247422
1.268917486713863,0.307306303665459,0.9479180925920571,0.2164527896395471,0.9442133007274882,0.2153962342409537,1.097881750759034,0.2585340110980268,1.037856039522954,0.2417521017858735,1.006729324904178,0.2330494215696803,0.9875758535012787,0.2276750567863374,0.9745717701775385,0.2240117253677802,0.96515556128498,0.2213497163192779,0.9580192298761725,0.2193262483949722,0.9524234275223831,0.2177357683309478
1.290717472714886,0.3134274961895925,0.961775648268448,0.2200170341912092,0.9579940681056467,0.2189360649466126,1.11512344766205,0.2631690316898949,1.053677117826561,0.2459369210388511,1.021848946721383,0.2370129736084269,1.002275482519928,0.2315060688598952,0.9889912166713776,0.227754172592178,0.9793746092381648,0.2250287068241593,0.9720877796399631,0.2229575107483325,0.9663747973161849,0.2213298248054847
1.313216149864183,0.319777054558167,0.975983294528277,0.2236841166169108,0.9721219686831559,0.2225777112754024,1.132853977099124,0.2679553435112621,1.069926857303433,0.2502518466296962,1.037368524476567,0.2410966375358815,1.017358213473939,0.2354513467469488,1.003782664157019,0.2316070403626816,0.9939577895275448,0.2288153937109558,0.9865145919025475,0.2266944379239611,0.9806798828713317,0.2250279729426514
1.336446241527565,0.3263675304552638,0.9905539382164399,0.2274583995996407,0.9866097631277332,0.226325479121827,1.151093552840961,0.2729002077340438,1.086622198770576,0.2547028255447835,1.053303492456542,0.2453057647784466,1.032838613390855,0.2395159012909145,1.018960115615056,0.2355751187675744,1.008918708835281,0.2327144122882346,1.001312979638835,0.2305415506928158,0.9953517707984886,0.2288346453517594
1.360442539763966,0.3332124060835621,1.005501121335854,0.2313444936698746,1.001470838202473,0.2301839182285013,1.169863509169176,0.2780113535861725,1.103780978748883,0.2592961693696126,1.069670081077955,0.24964602636383,1.048731989305649,0.2437050377850121,1.03453827802214,0.2396634762812514,1.024271652774876,0.2367306651039865,1.016496916307421,0.2345036288800275,1.010404194049817,0.2327545274334437
1.385242072340333,0.3403261818631758,1.020839060549203,0.2353472750061812,1.016719245583095,0.2341578396428911,1.189186379820483,0.2832970166130026,1.121421989513972,0.2640385826003375,1.086485368897128,0.2541234370806741,1.065054435837294,0.2480243778640157,1.050532607122776,0.2438774802288533,1.040031628729904,0.2408693414302267,1.032081077276849,0.2385857301353764,1.025851572268468,0.2367925756069928
1.410884286224998,0.3477244742020764,1.036582689677742,0.2394719047917,1.032369743610777,0.2382523346948449,1.209085983743358,0.2887659807523749,1.139565044072486,0.2689371936343507,1.103767338773036,0.2587443818628455,1.081822886501999,0.2524798833780645,1.066959355677968,0.248222819082535,1.056214411992261,0.2451359384769932,1.048080884422817,0.2427932103592434,1.041709055211513,0.2409540371372526
