waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=1.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=1.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=2.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=2.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=3.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=3.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=4.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=4.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=5.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=5.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=6.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=6.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=7.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=7.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=8.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=8.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=9.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=9.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=1.03e-06) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=1.03e-06) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=1.13e-06) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=1.13e-06) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=1.23e-06) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y ((- OP("/M0" "ids")) / VAR("Wp"))) (Lp=1.23e-06) Y
1.483691532465135,132.1729057376989,1.290607304242014,84.57664156035867,1.220970354194333,62.05265028531093,1.184480988098839,49.02611253116206,1.161892284692673,40.53697249346598,1.146496064572539,34.56316008117651,1.135318963074437,30.12901816166456,1.126834154491372,26.70612824183032,1.120174770626454,23.98331700127617,1.114811191041285,21.76535340452227,1.110401178843393,19.92351108337077,1.106713554585771,18.36944998406797
1.512150159742205,130.2079207496083,1.313172558321863,83.48273161053173,1.241628048085423,61.29331225297739,1.204184926423303,48.44408316644927,1.181021391847938,40.06488812784645,1.165240147431581,34.16597054160385,1.153786958295217,29.78615432988985,1.145094489366571,26.40448389675995,1.138273289543266,23.71402487768535,1.132780133923937,21.52213343746559,1.12826409223818,19.70175224284286,1.124488165921193,18.16566647075648
1.541610068213746,128.2350126645918,1.336447889973208,82.38408755818359,1.262907920619114,60.53057371810546,1.224468476841817,47.85939467345813,1.200704928674252,39.59061847294654,1.184521998091032,33.76692529751057,1.172780877119374,29.4416775359105,1.163871896765655,26.10141292693149,1.156882018367608,23.44345373077607,1.151253813150286,21.27775428409002,1.146627277403446,19.4789334663421,1.142759340665731,17.96090658085023
1.572121504984567,126.2541396677009,1.360465683652976,81.28068170801917,1.284837214346234,59.76441490580534,1.245356460783101,47.27203168210441,1.220966308149247,39.11415094975744,1.204364107997448,33.36601369749315,1.192322561124934,29.09557854056023,1.183187735521236,25.79690717303133,1.176021943375113,23.17159625407906,1.170252918949392,21.03220932876203,1.165511183825999,19.25504870935627,1.161547328844662,17.75516474996427
1.603737860248313,124.2652637007264,1.385260249713819,80.17248718205417,1.307444737621825,58.99481644823717,1.266875098709555,46.68197908224334,1.241830246455281,38.63547316656481,1.224790209651719,32.96322523504459,1.212435049399788,28.74784822212511,1.20306452979031,25.49095857413361,1.19571519142437,22.89844522557253,1.189799262535407,20.78549202969787,1.1849373660828,19.03009199291666,1.1808734724331,17.54843547258494
1.636515871727185,122.2683510671325,1.410867961190288,79.05947803563397,1.330760973966611,58.22175944200548,1.289052106566186,46.08922206066367,1.26332285200822,38.15457294590843,1.245825360836765,32.5585495696352,1.233142659414132,28.39847759359397,1.22352604745242,25.18355918227029,1.215985106456902,22.62399352027769,1.209915851106598,20.53759593004728,1.204928557624476,18.80405741348894,1.200760278135956,17.3407133109966
1.670515835856684,120.2633731377285,1.437327400976666,77.94162938841674,1.354818200000194,57.4452255122496,1.311916799815124,45.49374614218312,1.285471721482719,37.67143835443996,1.267496035454178,32.15197655001256,1.254471074228711,28.04745782169746,1.24459738464117,24.87470117849457,1.236856331974677,22.34823412413391,1.230626968698449,20.28851467009518,1.225508750312775,18.57693915385572,1.221231495839109,17.13199290509888
1.705801823382208,118.2503071757874,1.464679520031986,76.81891757265961,1.379650612603033,56.66519688437859,1.335500205669848,44.89553723539672,1.308306043413346,37.18605773605464,1.289830221523665,31.7434962400016,1.276447436573603,27.69478024795853,1.266305056929183,24.56437689062147,1.258354900003729,22.07116014930879,1.251958263390096,20.03824200071592,1.24670328020359,18.34873149510937,1.242312203217014,16.92226898322031
1.742441896061709,116.2291373038978,1.492967807214787,75.69132030157732,1.405294465990748,55.88165646456306,1.359835184180784,44.29458168371789,1.331856709991537,36.69841974873292,1.312857526940532,31.33309894713027,1.299100450373929,27.34043641201109,1.288677097728164,24.25257881285668,1.280508327093813,21.79276485112252,1.27393684140456,19.7867717982348,1.268538920108192,18.11942882989137,1.264028897022849,16.71153637404984
1.780508319937987,114.1998556390288,1.522238471286025,74.55881686105691,1.43178821940236,55.0945879302873,1.384956558858663,43.6908663224604,1.356156437718221,36.20851340559771,1.336609293628437,30.92077525445647,1.322460490341575,26.98441807748372,1.311743164508754,23.93929962755745,1.303345717947217,21.5130416467921,1.296591368686382,19.53409808087519,1.291043979508381,17.88902567703475,1.286409591630277,16.49979001982587
