waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=1.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=1.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=1.02e-06) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=1.02e-06) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=1.12e-06) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=1.12e-06) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=2.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=2.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=3.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=3.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=4.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=4.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=5.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=5.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=6.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=6.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=7.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=7.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=8.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=8.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=9.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / (- OP("/M0" "ids"))) ?y (OP("/M0" "gm") / 6.2831 / OP("/M0" "cgg"))) (L=9.2e-07) Y
1.207410367326424,9097667283.786705,0.9083256737490789,162947693.178168,0.9048348411616509,135685582.6958708,1.048902836207721,3045066716.894024,0.9928076607095989,1515324901.836086,0.9636268057440954,905559792.3578455,0.9456401023310338,601903782.9064531,0.9334151137186291,428964937.8964062,0.9245565117497043,321165744.7141458,0.9178391427294017,249452823.9662499,0.9125696715748567,199340741.4060061
1.227292138099998,9140553941.731697,0.9212045834320212,163792267.4454636,0.9176450391292233,136390191.664833,1.064789171114174,3059878818.341784,1.007436252446,1522856012.428111,0.9776319067879025,910120897.4005294,0.9592710714024129,604962547.2445418,0.9467961416352709,431158648.2786046,0.9377585942178952,322815877.5799752,0.9309067399369022,250739120.4995561,0.925532497907449,200371566.9504308
1.247785384963208,9184095370.886602,0.9343983190625748,164644610.6917314,0.9307674958554613,137101234.2077101,1.081109720373649,3074869179.950738,1.022447521721996,1530468948.117079,0.9919949726556492,914728874.8446041,0.9732454552427295,608051660.3558458,0.9605109841057039,433373602.378235,0.9512876781045567,324481707.4023937,0.9442962516033476,252037486.1392048,0.9388132956926158,201411959.564961
1.268917486713863,9228308008.168516,0.9479180925920571,165504859.7955573,0.9442133007274882,137818822.360245,1.097881750759034,3090041979.489909,1.037856039522954,1538165472.473115,1.006729324904178,919384678.9886947,0.9875758535012787,611171715.4705741,0.9745717701775385,435610202.9051996,0.96515556128498,326163524.6730925,0.9580192298761725,253348139.9382323,0.9524234275223831,202462090.1164783
1.290717472714886,9273208915.542759,0.961775648268448,166373157.2722575,0.9579940681056467,138543072.7280515,1.11512344766205,3105401598.10951,1.053677117826561,1545947432.395352,1.021848946721383,924089307.7680382,1.002275482519928,614323332.2272209,0.9889912166713776,437868870.1131835,0.9793746092381648,327861632.3156273,0.9720877796399631,254671310.184973,0.9663747973161849,203522136.5850442
1.313216149864183,9318815783.829155,0.975983294528277,167249651.6778242,0.9721219686831559,139274106.8133985,1.132853977099124,3120952634.207371,1.069926857303433,1553816764.13176,1.037368524476567,928843805.9320679,1.017358213473939,617507158.5944225,1.003782664157019,440150043.0716599,0.9939577895275448,329576346.5840613,0.9865145919025475,256007235.0700078,0.9806798828713317,204592284.5761397
1.336446241527565,9365146929.83497,0.9905539382164399,168134498.050551,0.9866097631277332,140012051.3724867,1.151093552840961,3136699918.232108,1.086622198770576,1561775499.796155,1.053303492456542,933649268.4972365,1.032838613390855,620723872.9622041,1.018960115615056,442454181.0525879,1.008918708835281,331307998.0430064,1.001312979638835,257356163.4116838,0.9953517707984886,205672727.8781013
1.360442539763966,9412221285.119648,1.005501121335854,169027858.3918994,1.001470838202473,140757038.8045723,1.169863509169176,3152648528.450376,1.103780978748883,1569825774.421103,1.069670081077955,938506844.4995829,1.048731989305649,623974186.4187955,1.03453827802214,444781765.0413269,1.024271652774876,333056932.6360776,1.016496916307421,258718355.4482175,1.010404194049817,206763669.0708369
1.385242072340333,9460058374.399694,1.020839060549203,169929902.1921589,1.016719245583095,141509207.577401,1.189186379820483,3168803807.694676,1.121421989513972,1577969833.587011,1.086485368897128,943417741.073406,1.065054435837294,627258845.230325,1.050532607122776,447133299.3839449,1.040031628729904,334823512.8515654,1.032081077276849,260094083.7021084,1.025851572268468,207865320.19033
1.410884286224998,9508678281.271467,1.036582689677742,170840807.0047852,1.032369743610777,142268702.6921432,1.209085983743358,3185171381.093541,1.139565044072486,1586210041.66904,1.103767338773036,948383227.8842717,1.081822886501999,630578633.5421492,1.066959355677968,449509313.5839704,1.056214411992261,336608118.9948058,1.048080884422817,261483633.9241551,1.041709055211513,208977903.4546027
1.437411249466779,9558101598.566692,1.052747705467435,171760759.0744221,1.048437842244443,143035676.1919166,1.229587518364884,3201757174.766195,1.158231046544008,1594548890.744004,1.121534938577818,953404641.9464827,1.099055169112027,633934376.3221513,1.083835625511727,451910364.2628272,1.072836595502126,338411150.5776599,1.064512554184865,262887306.1249533,1.057992569524644,210101652.057285
1.464867873616498,9608349360.265083,1.069350616921032,172689954.0240222,1.064939851503933,143810287.718322,1.250717661147666,3218567435.437947,1.177442068482952,1602989010.199389,1.139808146892441,958483392.8568659,1.116770065646865,637326942.5679121,1.101179423710832,454337037.2994115,1.089915643523833,340233027.8364492,1.08139314940157,264305415.7025056,1.074718869176154,211236811.035542
1.493302159132721,9659442951.476269,1.086408798526344,173628597.6070138,1.081892933726292,144592705.120862,1.272504680309814,3235608750.899016,1.197221431735719,1611533177.085462,1.158608044173999,963620968.4784644,1.134987377025843,640757248.8013045,1.11900972337184,456789950.1656434,1.107469949627911,342074193.3907592,1.098740635277396,265738294.6754,1.091905589890491,212383638.2197729
