waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=1.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=1.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=1.02e-06) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=1.02e-06) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=1.12e-06) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=1.12e-06) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=2.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=2.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=3.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=3.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=4.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=4.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=5.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=5.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=6.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=6.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=7.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=7.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=8.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=8.2e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=9.2e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "id")) ?y (OP("/M0" "gm") / 6.283185 / OP("/M0" "cgg"))) (Lnmos=9.2e-07) Y
27.4766324197963,41928061.56462912,24.27587776975536,110935199.6414536,24.17152421259765,106168576.2340934,26.35236443575387,208886491.621555,25.77024333623462,197806533.0908864,25.40415543438878,176162308.3187142,25.10633521403095,157692146.5416501,24.86361488315282,142937590.6899371,24.67047284322712,131670985.3632842,24.51617010454692,123116200.7114546,24.38821671650042,116429202.6955499
27.41949218261832,55089226.05530643,24.07655083970218,133760022.6383124,23.95259328269546,128566992.8280463,26.14197075196755,263924837.6339408,25.53298603414678,240502078.4970351,25.17307025563306,209258556.135716,24.89001642086119,185447789.3822127,24.66406038378938,168071170.3794037,24.48365094942905,155650699.3304946,24.33413291714715,146585901.2073961,24.20176745331179,139584046.4545608
27.35472101589706,72303316.48856628,23.8449575317445,162103702.231937,23.69065569551477,156258264.7835191,25.9166327582081,330765205.1275498,25.29161890786724,289702131.2503085,24.94603147581697,247365138.7088377,24.68121287267036,218230173.7158997,24.47052656509654,198565992.7346776,24.29672260619511,185247189.1549134,24.14250276793464,175770095.410731,23.99452294513836,168409286.064131
27.28144664288809,94777713.38307939,23.56762360012961,197045237.3424774,23.37266170844324,190168792.2768699,25.67730716730803,410873704.1774535,25.04899905526152,346254205.2968407,24.72497333462845,291847427.9728675,24.47907319420376,257655154.2044566,24.27842117949472,236046365.4493262,24.10138183197954,221987080.8203193,23.93007072164902,212057618.0540247,23.75355189147023,204140652.5384891
27.1987406764998,124058097.8402164,23.23195948320841,239686396.507672,22.98755523230061,231200786.1686165,25.42535336914726,505652418.5983658,24.80775407006773,411524242.1298715,24.51044759294735,344647456.8014147,24.28038956428547,305771541.7827535,24.0803952896193,282447965.366081,23.88688105543026,267618669.1311535,23.6840794520656,256983885.518378,23.46556997739208,248094000.745969
27.10562849807423,162111835.4397464,22.8276281451483,291077306.8074073,22.5274762268317,280156333.5762439,25.16247136161293,616528973.3231215,24.56985029447444,487618956.4358507,24.3010729999397,408335714.9757056,24.07929419180739,365063550.5882708,23.86655000872781,340003991.8604637,23.64079917947876,324079129.8684929,23.39141165863929,312178654.7851092,23.11832347748389,301598573.3818963
27.00110401452456,211425668.6194306,22.34766433624659,352120608.8303223,21.98857262216621,337647655.6920742,24.89057124991735,745192280.3523185,24.33609115169322,577561350.8096118,24.09308766643133,486130621.7196996,23.86726890035749,438437652.1002516,23.62506135315832,411207761.4468899,23.35016762240254,393430219.6381176,23.03995260152148,379281134.2149715,22.70192270872188,365901866.2525132
26.88415012156661,275116536.3444641,21.78918361373209,423461593.6745543,21.37133060186595,404003271.1132709,24.61156314498516,893978444.7076064,24.10560375919064,685397293.4525253,23.88012016518305,581892030.7814959,23.63354717672452,529183334.6906389,23.34318710763249,498737386.7273875,23.002798653833,477753073.9953319,22.61990821411626,459819893.1879898,22.20991200591283,442049422.0309013
26.75376551377725,357051675.7495174,21.1536109660813,505377323.4302279,20.68042862070547,479183688.4082438,24.32706610528266,1066349606.26054,23.87539997431434,816234377.508078,23.6532853366212,700084418.541243,23.36591849088693,640889972.2370822,23.00852986446892,605329142.5361032,22.58860686299485,578998126.4119385,22.12486939855684,555062029.2283483,21.63992567320304,530749696.8735816
26.60899808660169,461970163.5248098,20.44645033686374,597681933.2113341,19.92419614128934,562721985.6509897,24.03805080877448,1267358884.807925,23.64011558313526,976222514.5912519,23.40166806429186,845691909.2186775,23.05185746786832,777300148.4640043,22.61036481140004,733592023.5126472,22.10071389214337,698794918.6762227,21.55247261273471,665844630.5847303,20.99386926054657,632240861.5421524
26.4489844876997,595592696.842268,19.6766842864206,699666490.5839005,19.11380020498212,653703090.4936247,23.74445201142908,1503989414.913518,23.39202766919018,1172475212.387792,23.11318666578795,1024058237.424419,22.67982150176643,942084776.2995908,22.14082178329477,885766632.4430865,21.53617655528531,838237534.0053576,20.90459335530732,792409949.157671,20.27765301461182,746181094.3668607
26.27299430403976,764700337.8854432,18.85592840816362,810088799.4713813,18.2622931243922,750790443.1326171,23.44480982500733,1785297117.543061,23.12141797236191,1412910497.569718,22.77574396576379,1240624612.433311,22.24051579001999,1138537413.910546,21.59574344619896,1063445693.504786,20.89625922878902,997672349.6893678,20.18709467360812,934271424.5038328,19.50056833567151,871584623.214223
26.08047583386579,977158177.823156,17.99747105364061,927221336.8823314,17.38364192828629,852300828.4671025,23.13601645990998,2122342444.725851,22.81729074436702,1705974020.486433,22.37850366911427,1500549105.331447,21.72792888467656,1369203259.723114,20.97511154895298,1267288528.693654,20.18625645173002,1176522639.597492,19.40921689413966,1090138296.279319,18.67443093603505,1006821231.078035
25.87109834339939,1241860710.078583,17.1153143546249,1048955457.694064,16.49183496071014,956319358.1822206,22.81324833400145,2527927234.542869,22.46837996085248,2060203705.675945,21.91309520947152,1808212458.159945,21.13999120204459,1635479533.389755,20.28301699330494,1496773757.802406,19.41493970104675,1373185986.788862,18.58272935382077,1257920502.619385,17.8126193834012,1149687371.23426
25.64478318709585,1568589163.05992,16.22330677108986,1172949570.704301,15.60013119954752,1060839183.305191,22.47014480962413,3016146660.830118,22.06431360372476,2483609982.798269,21.37456229333691,2166644603.082766,20.47878542074416,1937243337.948358,19.52722415761547,1750038758.759049,18.59374299845256,1585033373.159013,17.72097214879628,1434823264.290315,16.9291230819865,1297544384.113804
25.40171337567781,1967805403.997927,15.33442761330239,1296800959.742831,14.72048855028402,1163906474.50237,22.09925311784511,3601740446.973815,21.59676279951141,2982878387.510478,20.76192311307125,2576938108.140245,19.75031815163911,2272574279.730381,18.71843123308133,2023847657.569288,17.73581517485963,1808523459.940726,16.83790307013282,1617524752.505534,16.03768809779302,1447506765.219817
25.14230855985702,2450466092.174727,14.46025498125794,1418217382.040117,13.86318163498594,1263751417.101925,21.6927029835529,4299209561.317884,21.0604026085003,3562448187.486807,20.07828576995929,3037740642.057848,18.96392768107354,2637636281.761915,17.86935213354009,2313711305.10673,16.85505800839133,2039425069.296549,15.94724008421965,1802414615.785601,15.15111942428857,1596654369.720994
24.867150770976,3028012832.345766,13.61062335757277,1535166188.125483,13.03659916815329,1358890024.773585,21.24302134231493,5121673538.600178,20.45354766538252,4223572682.505366,19.33053943623617,3544928532.791118,18.13144282465357,3026763504.458278,16.99374498528518,2614156182.784562,15.96524672909026,2273120433.289579,15.06175985297447,1985860113.53443,14.28076915277169,1742239174.779905
24.57684687169018,3712740744.775832,12.79345745579282,1645984594.507163,12.24719670469886,1448188045.94977,20.74396581440186,6079484270.199223,19.77838716678966,4963509941.764857,18.52870305121979,4091549981.948913,17.26622150924944,3432761576.984385,16.10549405030108,2919111022.658074,15.07929976879094,2504946931.752485,14.19278307408416,2164462986.132205,13.4362147652501,1881860239.974294
24.27181817786226,4518708133.383078,12.01475564092621,1749442951.483697,11.49957238781459,1530885268.904145,20.19125530786593,7178678338.355657,19.04081274682081,5775010557.392223,17.68504978684097,4668088033.124364,16.38218904428365,3847395183.1097,15.21782371016132,3222357759.99003,14.2087339687036,2730529644.516372,13.34985145042233,2335274449.478174,12.62511231485863,2013588441.063716
23.95201791946936,5463176975.922155,11.27868919785545,1844761148.362448,10.79663065305621,1606584497.294249,19.5831036191529,8419427986.425887,18.24989403754548,6646248286.168117,16.81313593217323,5263036879.644011,15.49297232726234,4261997147.567235,14.34269155547524,3517983177.209747,13.36331397739526,2946061935.301238,12.54058104437543,2495945988.702233,11.85319638550771,2136032863.563938
23.61659440831034,6568294361.049657,10.58778209601212,1931584895.371978,10.13980049087034,1675213382.451489,18.92050320877425,9794720763.225487,17.41709981446829,7561276879.88105,15.92685163033631,5863724628.733692,14.61119501881218,4668112389.226659,13.49037789576592,3800771353.472715,12.55088293275063,3148504241.662753,11.77066353408858,2644806682.994281,11.1243922356334,2248350712.56064
23.26354163190357,7862462550.208746,9.943138378715833,2009932572.58442,9.52927941989082,1736968918.791147,18.20724641116581,11289535315.4901,16.55538324037697,8501002716.1974,15.0395852490074,6457267881.535672,13.74796654212891,5058087829.70219,12.66926460112109,4066492617.568689,11.77734691028645,3335688098.67183,11.04398026684933,2780870214.009884,10.44100447693331,2350210175.909132
22.88940607475466,9380751608.793432,9.344689407814787,2080124570.347699,8.964280387276251,1792254076.885605,17.44970198341637,12880761990.60173,15.67824872223182,9444561424.198343,14.1635607493011,7031521536.245302,12.91256939876011,5425535768.9021,11.88577888623254,4312066855.824452,11.0467779716104,3506328699.945323,10.36279298246853,2903783986.154895,9.803949605656788,2441719907.63042
22.48914125921986,11163839377.28819,8.791439525554104,2142706116.504931,8.443265225870064,1841614416.856886,16.65638596042336,14538028713.3665,14.79889984838313,10370905990.45625,13.30937485050597,7575895825.922781,12.11232761086938,5765627229.819864,11.14446774794333,4535601590.622377,10.36159896670373,3659961628.838355,9.727978167486244,3013737798.739958,9.213005145775925,2523339757.228933
22.05620835634884,13255233585.34514,8.281695139362844,2198372326.31334,7.964154228952182,1885680290.240141,15.83738070799721,16225442918.51835,13.92953929621565,11260376668.25879,12.48573283687122,8081946986.273492,11.35262517940827,6075204627.672342,10.44816544738552,4736323218.791171,9.722816000369335,3796826203.219654,9.139277589942029,3111350437.825215,8.667054673821509,2595785837.08563
21.58300012589084,15696808540.33628,7.813268031541428,2247901438.008959,7.524506365377117,1925117968.385821,15.00366679556446,17904081862.44133,13.08085932965765,12096038025.89381,11.69936122265164,8543696471.984938,10.63703693541727,6352731755.061886,9.798218179507959,4914430521.80257,9.130269982057479,3917719320.688405,8.595544206774555,3197550427.296641,8.164314479272328,2659940043.481297
