waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=1.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=1.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=2.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=2.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=3.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=3.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=4.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=4.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=5.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=5.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=6.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=6.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=7.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=7.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=8.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=8.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=9.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=9.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=1.03e-06) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=1.03e-06) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=1.13e-06) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=1.13e-06) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=1.23e-06) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=1.23e-06) Y
1.413048093859804,36483006499.25017,1.171446685854605,16759766318.3546,1.030379974367199,8802438663.407354,0.9690080540452829,5453137668.127294,0.9346352375630667,3735656726.658492,0.9098024041187969,2725810478.283774,0.8898950470814642,2078769923.618689,0.8733297571617208,1638577016.738109,0.8593217635200057,1325316579.766133,0.847360657896532,1094363978.748625,0.8370689454180497,919151458.0835135,0.8281532600471225,783043343.9535418
1.441775441131886,36720463138.77362,1.202855700000382,17036934945.63932,1.060074237870865,8981246933.920391,0.996018236001346,5562565192.312317,0.9600559841395331,3809280670.185315,0.9341776763975749,2778919138.951876,0.9134994650249003,2118971078.300156,0.8963295550744407,1670102896.426167,0.8818310537766246,1350720939.090964,0.8694635360792557,1115283191.99025,0.8588299718364716,936683999.2764283,0.8496233099989848,797954667.1021918
1.471341952841448,36954029315.79028,1.234911635954103,17310318430.75782,1.090724695325679,9162065080.2712,1.023925429167517,5673737206.28548,0.9862892502886155,3884080576.447729,0.959305469831125,2832850698.742503,0.9378129841808245,2159775222.306026,0.9200053707284556,1702087299.704141,0.9049901767728911,1376484400.133402,0.8921949623987955,1136490466.225607,0.8812019024627266,954452255.2033509,0.8716894133049723,813062129.7922828
1.501807057970758,37184093753.80206,1.267626919472378,17579471534.17066,1.122359219182226,9344697790.425238,1.052769272302449,5786643488.076509,1.013372075758215,3960067646.775577,0.9852193248004654,2887616777.937151,0.9628663642592906,2201191976.061255,0.9443858257971093,1734537881.464489,0.9288260795266364,1402613023.355435,0.9155805418530552,1157990624.57341,0.9042092450530783,972460097.9860163,0.8943751654560227,828368871.5539736
1.533235453097953,37411077155.95956,1.301016971269899,17843974731.96645,1.155005180630733,9528918692.670544,1.082591106717141,5901264355.277385,1.041343640090837,4037250356.402406,1.011954807480987,2943228073.762399,0.9886922165108885,2243230661.79683,0.9695012409123995,1767462249.199228,0.9533672840510614,1429112926.462699,0.939647354316267,1179788588.648035,0.92787790058982,990711510.7541646,0.9177054877135622,843878142.3637534
1.565697736211808,37635435050.60867,1.33510056848336,18103438035.76023,1.188689360027733,9714469236.752243,1.113433956238712,6017569088.222925,1.070245378556962,4115633824.071809,1.039549651696606,2999694068.704277,1.015325141724279,2285900151.312776,0.9953837641550375,1800867878.77807,0.9786440063888099,1455990236.617658,0.964424065344357,1201889351.350757,0.9522352671569289,1009210572.461823,0.9417067251786155,859593294.6562711
1.599271127915361,37857660952.3159,1.369900204422937,18357504406.56923,1.223437896354355,9901058137.710539,1.145342485418146,6135514215.017247,1.100121096951356,4195219091.845557,1.068043909124032,3057022690.031198,1.042801879017073,2329208684.367688,1.022067510528161,1834762011.428838,1.00468828617658,1483251030.199436,0.9899410469161922,1224297941.205369,0.9773103531709429,1027961436.844719,0.9664067536935084,875517771.2045081
1.634040292141514,38078289845.16717,1.405442448786637,18605852735.80518,1.259276288799768,10088361501.35129,1.178362933562566,6255041672.836869,1.131017082903306,4276002308.777107,1.097480107515556,3115219915.599893,1.071161465968042,2373163654.108339,1.049588713273808,1869151529.236702,1.031534127689079,1510901258.091436,1.016230509065104,1247019376.715367,1.003133900895891,1046968304.363587,0.9918350964692424,891655087.9842206
1.670098270217624,38297901986.31499,1.441758312087838,18848200380.22376,1.296229464234119,10276023741.2522,1.212543022849445,6376076869.32515,1.1629822108038,4357973813.151755,1.127903416301199,3174289321.13638,1.100445410544131,2417771355.882698,1.077985887901057,1904042806.327524,1.059217653368232,1538946654.30276,1.043326643433057,1270058609.051069,1.02973852125766,1066235385.827788,1.018023051420974,908008811.0096049
1.707547544048043,38517127016.01701,1.478883619596249,19084305250.4327,1.334321924406923,10463659379.50292,1.247931839883377,6498526679.195616,1.196068036862139,4441117109.516287,1.159361818537693,3234231564.465049,1.130697875131032,2463036695.807525,1.107300009780853,1939441532.804045,1.08777727089171,1567392625.579216,1.07126577985688,1293420451.213314,1.057158841063301,1085766856.240973,1.045003830289378,924582525.9913516
1.746501246352872,38736648345.07558,1.516859401587548,19313967464.15002,1.37357798607486,10650855796.54336,1.284579691688284,6622277424.346154,1.230328880200072,4525407738.819042,1.191906287678324,3295043802.62281,1.161965872766526,2508962855.607972,1.137574706115278,1975352508.481409,1.117253854868388,1596244119.54918,1.100086557168825,1317109491.675846,1.0854316638224,1105566797.261812,1.072812710725928,941379799.5291401
1.787084538326218,38957207770.79098,1.555732308123372,19537030585.68275,1.4140221258769,10837176959.86832,1.322537939386027,6747192900.62663,1.265821885320901,4610812042.764274,1.225590967031071,3356719038.454089,1.194299475384239,2555550910.528585,1.168856462996392,2011779403.541104,1.147690944259439,1625505468.896142,1.129830109457537,1341129990.393635,1.114596145458207,1125639126.536401,1.101487202623884,958404130.4138535
1.829436177772577,39179610247.17068,1.59555505794351,19753382481.96179,1.455679439659185,11022168118.35877,1.361858815774198,6873112530.432424,1.302607060826796,4697285827.079958,1.260473349043617,3419245394.141092,1.227752033481597,2602799397.541712,1.201194848116125,2048724483.40886,1.179134956602479,1655180209.07266,1.16054026908402,1365485754.994528,1.144693986281442,1145987512.045982,1.131067230081325,975658889.4876112
1.873710303755051,39404728702.83707,1.636386932362707,19962955832.80891,1.498576223218572,11205361400.94484,1.4025952367191,6999849736.729248,1.34074728900373,4784772932.960393,1.29661445069967,3482605310.176976,1.262380406106724,2650703831.648172,1.234642749454921,2086188295.477256,1.211635420048791,1685270867.188984,1.192263787771241,1390179994.964041,1.175769640673816,1166615269.537205,1.16159533048419,993147246.4018284
1.920078467044164,39633508759.15911,1.678294326354906,20165728338.77579,1.542740678286864,11386282208.49178,1.44480062069903,7127190649.792903,1.380308300993051,4873203731.663796,1.33407898034214,3546774669.530938,1.29824519939058,2699256168.758018,1.269256629939479,2124169315.744152,1.245245224093462,1715778719.941736,1.22505057707415,1415215151.706644,1.20787054598348,1187525241.078494,1.193116872290723,1010872081.537254
1.96873193917758,39866973149.56044,1.721351370316164,20361722673.67422,1.588203744302969,11564456240.16674,1.488528735851839,7254893271.297784,1.421358612907477,4962493564.345388,1.372935490183928,3611721848.181843,1.335411011008102,2748444214.418132,1.30509679759059,2162663554.016143,1.280020889662789,1746703518.805768,1.258953969473059,1440592702.539542,1.241047372159452,1208719652.832103,1.225680293175839,1028835881.319342
2.019884336695518,40106225576.27721,1.765640637368939,20551006230.54654,1.63500005346255,11739416954.2803,1.533833599270265,7382687229.439642,1.463969419658784,5052541157.945273,1.413256507686083,3677406694.835074,1.3739466769149,2798250978.461955,1.342227690048463,2201664117.006986,1.31602285889562,1778043181.19887,1.294031001197284,1466312936.962067,1.275354293632194,1230199950.265326,1.25933736024452,1047040615.193989
2.073774601041749,40352453660.14175,1.811253952553705,20733690709.00681,1.683169004062391,11910713232.6307,1.580769458690101,7510274261.237914,1.508214445715226,5143227058.584943,1.455118637977264,3743779444.560477,1.413925515461905,2848653976.422653,1.380718171528295,2241160729.394443,1.353315804481391,1809793446.932007,1.330342717651552,1492374703.953825,1.310849284862992,1251966609.261847,1.294143454032502,1065487592.639309
2.130670378612959,40606930538.8681,1.858293321898181,20909931588.28957,1.732755945617828,12077916999.83989,1.629390891644368,7637329551.60241,1.554169755792832,5234412136.658164,1.498602628717404,3810779573.458428,1.455425562544195,2899624479.200747,1.420641839185545,2281139213.610428,1.391968957757275,1841947499.944325,1.367954501951177,1518775129.584249,1.347594440810002,1274018921.946516,1.330157877960832,1084177298.794641
2.190871849341054,40871014545.9269,1.906872001208707,21079927523.64822,1.78381346891213,12240630546.93569,1.679753061024876,7763504040.894566,1.601913533892765,5325936232.674282,1.543793388506891,3878334604.561818,1.498529789826182,2951126712.957515,1.462077334522136,2321580929.728378,1.432056453873168,1874495556.033151,1.406936426532529,1545509304.844892,1.385656323260563,1296354756.505529,1.367444194772325,1103109207.600418
2.254716055768889,41146146251.08547,1.95711572653781,21243919693.62535,1.836402795223016,12398493321.80466,1.731912168171445,7888427781.856302,1.651525846354211,5417617029.655194,1.590779950436993,3946358879.458411,1.543326296384169,3003117011.520876,1.505108653815624,2362462177.163346,1.473657691154298,1907424417.935892,1.447363627042232,1572569944.299369,1.42510633351539,1318970290.856384,1.40607059121854,1122281571.765755
2.322581787491981,41433841960.39928,2.00916413068702,21402191111.84488,1.890595261528158,12551187976.75154,1.785926144516155,8011714382.253785,1.703088413796553,5509249255.723088,1.639655374097441,4014752316.187112,1.589908462468667,3055542923.852227,1.549825449596757,2403753559.903227,1.516857700273559,1940716999.585893,1.489316696662712,1599947016.811454,1.466021111227937,1341859720.664041,1.446110271841969,1141691189.406085
2.394895077612024,41735682553.09903,2.063172372838319,21555065899.00549,1.946473902456425,12698445502.36554,1.841855620024649,8132966512.242313,1.756684427853536,5600604337.936526,1.690516582836958,4083399182.584452,1.638375052761057,3108342279.609121,1.596323312968821,2445419316.571195,1.561747516940668,1974351821.511402,1.532882097636387,1627627350.155465,1.508482958237616,1365014942.851343,1.487641882054099,1161333147.793122
2.472135367827291,42053296271.00259,2.119313011494702,21702908488.28762,2.0041351349491,12840049323.15046,1.89976520106331,8251782388.036777,1.812398461015744,5691430643.013099,1.743464138927202,4152166926.241638,1.688830255861985,3161442217.056189,1.64470402414939,2487416615.795124,1.608424549491235,2008302479.039105,1.578152584934904,1655594211.601374,1.552580284913236,1388425216.321378,1.530749959777371,1181200545.281691
2.554842396078536,42388333769.36154,2.177778154361288,21846122709.9367,2.063690557764633,12975838279.20053,1.959725082133746,8367763070.689398,1.870316530854006,5781454448.90181,1.798601968151559,4220905118.241773,1.74138364734798,3214758180.305805,1.695075756214276,2529694816.29899,1.656992930020061,2042537084.100216,1.625227634716898,1683826866.45022,1.598408074757929,1412076801.974305,1.575525413614604,1201284193.04035
2.643623854083022,42742433385.11813,2.238781922606269,21985150667.73841,2.12526888479328,13105708464.75857,2.021813005851824,8480520347.080647,1.930526392109696,5870381788.975637,1.856037057790082,4289444588.093814,1.796150066306476,3268192898.170303,1.747553214970866,2572194690.232001,1.707563834617984,2077017680.003208,1.674213867378691,1712300115.829215,1.646068360730107,1435952584.113827,1.622066023737017,1221572298.601663
2.739163850042973,43117174181.79086,2.302563271074241,22120471280.67352,2.189018038328128,13229613934.35757,2.086116574726735,8589684897.109921,1.993118139920901,5957901293.255425,1.915879168323004,4357596851.120324,1.853249400743459,3321635366.047241,1.802257696718389,2614847608.214101,1.760255755017503,2111699626.675756,1.725225451620711,1740983813.743104,1.695670703824101,1460031674.843248,1.670476959335193,1242050133.322148
2.842232192246532,43514013898.12595,2.369389210417781,22252598316.25775,2.255107435675584,13347566316.81113,2.152735908141422,8694914403.995909,2.058185212876111,6043688114.347644,1.97824061929004,4425153955.022091,1.912806286747391,3374959866.530313,1.859317046158159,2657574686.452182,1.815194700870548,2146530951.969032,1.77838447210041,1769842361.425487,1.747332660874075,1484289001.916419,1.720871303449632,1262699685.445868
2.953694479534948,43934208478.17243,2.439558481654332,22382077686.75162,2.323730509540089,13459633394.02968,2.221786629984255,8795901239.728117,2.125825883774209,6127408967.077205,2.043236232768053,4491888895.738375,1.974949740931778,3428025084.820036,1.918865499997169,2700285901.46203,1.872514309556099,2181451663.362077,1.83382123912752,1798834174.626666,1.801180224300555,1508694878.675301,1.773370572199585,1283499299.455789
3.074522941327354,44378709425.51469,2.513405738167777,22509483714.19507,2.395107509299754,13565936704.05724,2.293403168027063,8892379358.686357,2.196145317516764,6208728230.408596,2.110983542058486,4557556768.440261,2.039812766447022,3480673401.665926,1.981043409267966,2742879188.04192,1.932355839756769,2216393014.886634,1.89167451489945,1827911117.065538,1.857348211729196,1533214552.253391,1.82810521082089,1304423300.684807
3.205807908890299,44848034856.09038,2.591306294392237,22635413993.56594,2.469488636468778,13666648215.42881,2.367742346389435,8984130059.479557,2.269258259000029,6287314962.429284,2.181603395512906,4621896820.293708,2.107532000226205,3532730478.214854,2.045996846762199,2785239552.784642,1.994868027379512,2251276727.791993,1.952091627708448,1857017891.664694,1.915980578386353,1557807723.454896,1.885215043566647,1325441601.770651
3.34876971571969,45342109902.22741,2.67368150395567,22760482393.72061,2.547157573216199,13761986093.3398,2.444987257692804,9070986324.656998,2.345292390083083,6362850572.588069,2.255221102075918,4684635549.553936,2.178247502617968,3584005280.345708,2.113877127036423,2827238259.711532,2.060206789528117,2286014172.170105,2.015228444549367,1886091381.59467,1.977230620527518,1582428029.246939,1.944849648662637,1346519284.696242
3.504770712232922,45860072162.33018,2.761004832375842,22885309631.72222,2.628435467674742,13852209538.15248,2.525351411530822,9152835513.309395,2.424392366080745,6435036792.5325,2.331968271621799,4745490943.62401,2.252102828171322,3634290718.765172,2.184840296724169,2868732176.555461,2.128534776420924,2320505532.316912,2.081249175349299,1915059937.200839,2.04126103493744,1607022477.630221,2.007168623684172,1367616149.361743
3.675326931559368,46400038360.71648,2.85380868973275,23010510736.67755,2.713685443782462,13937612624.71259,2.609083169760671,9229620253.635124,2.506724512526932,6503603502.307446,2.411985495289485,4804177863.221519,2.329245554115161,3683365096.553545,2.259046693055584,2909563407.839979,2.200020794929012,2354639002.495887,2.150325991008473,1943842614.504014,2.108243799418767,1631530826.218524,2.072341701934326,1388686217.755876
3.862118751600014,46958829502.96658,2.952692086045163,23136678584.09969,2.803317706316094,14018517008.1888,2.696470495436978,9301337451.3978,2.592482136746903,6568315916.145843,2.495425985971874,4860414462.75499,2.409828474919866,3730994547.292741,2.336660717554475,2949559379.415679,2.274839163193467,2388290092.40798,2.222638455592168,1972348388.109552,2.178359844589136,1655884901.987835,2.140548678311256,1409677183.127517
4.066999656259492,47531653871.54267,3.0583291649438,23264362532.36143,2.897795313214992,14095263290.07238,2.787846059247506,9368035386.648016,2.681891390572387,6628980621.459464,2.582460256741959,4913929397.918261,2.494011689397939,3776936603.677669,2.417851026261316,2988533570.340397,2.353169105075909,2421321161.493639,2.298372803741247,2000475387.503419,2.251798501518512,1680007872.398324,2.211979106279459,1430529797.821035
4.292001899501188,48111750557.34188,3.171478657772353,23394041032.64128,2.997640686665223,14168200757.9932,2.883592763260233,9429808907.913107,2.775217613768921,6685449999.176542,2.67328185874768,4964469427.533731,2.581965802729089,3820944950.94669,2.502791390542446,3026287100.462722,2.435194355471767,2453581343.631718,2.377721140854081,2028110241.066031,2.328756736795421,1703813499.331538,2.286831739463992,1451177203.649702
4.539337516206666,48690001268.7015,3.292994277969502,23526086920.16405,3.103442930839033,14237675126.71877,2.984149754931793,9486792745.892319,2.87277209393182,6737624628.618321,2.768114137180882,5011806890.502328,2.673876432780683,3862775290.691317,2.591662523041513,3062611362.373589,2.521103218771072,2484907060.463758,2.460880707693603,2055127654.598078,2.409438230845217,1727205438.091758,2.365313716656817,1471544226.858803
4.811392705975196,49254525313.90441,3.423836041246306,23660723940.1545,3.215866016423661,14304013817.1954,3.090019013107494,9539152956.275229,2.974919196869022,6785453383.680027,2.867217904320921,5055746454.056912,2.769950145528702,3902192077.858883,2.684655178456341,3097291822.093192,2.611089394157811,2515123340.106026,2.548053431655149,2081390395.182151,2.494052420337138,1750076683.39239,2.447639532922278,1491546687.327742
5.110713151930867,49790282260.45858,3.565082446510408,23797972937.11098,3.335657878415771,14367508218.85757,3.201772590774115,9587076465.342216,3.082083848629816,6828931042.289333,2.970899883104596,5096130505.174827,2.870421852241229,3938975717.757148,2.781974815378,3130112996.942829,2.705353938708667,2544046143.318068,2.639446077802456,2106749886.932384,2.582813712410101,1772309309.110013,2.534029906960767,1511090808.682074
