waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=1.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=1.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=1.7e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=1.7e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=2.1e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=2.1e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=2.5e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=2.5e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=2.9e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=2.9e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=3.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=3.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=3.7e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=3.7e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=4.1e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=4.1e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=4.5e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=4.5e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=4.9e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=4.9e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=5.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") / (6.283185 * OP("/M0" "cgg")))) (Ln=5.3e-07) Y
1.549854011410197,70012691417.43886,1.720659996016596,47571538738.8348,1.800886634468029,33991535040.96696,1.848623008693504,25365686313.75824,1.881199794969262,19611368052.16223,1.905556940635559,15602735592.64589,1.924836298898067,12705259500.45616,1.940648798626258,10545118677.66656,1.953926508116965,8892361565.626465,1.965264856718711,7599828554.234258,1.975072887505071,6569984768.551514
1.581989830788085,70430367332.60226,1.761018025647969,47915558332.62455,1.846390848026026,34278784543.61018,1.897474438439485,25602112466.04891,1.932216838580356,19804865630.90221,1.958006496862291,15761830488.37744,1.978272123241056,12837388234.84436,1.99479431524383,10656166128.19245,2.008604062656192,8986812601.776543,2.020320020071463,7681017420.722342,2.030466487044525,6640543093.936798
1.615006985460126,70836334183.05132,1.802489399177799,48246237974.2813,1.893181240878743,34554435439.77569,1.94779976136349,25829783231.70419,1.984885725446795,19992039408.44341,2.012257584858591,15916332229.77082,2.03362865135281,12966094053.12232,2.050953903006911,10764582975.64077,2.065369069104802,9079181518.860594,2.077592041948018,7760616938.739063,2.088085019824481,6709738779.902783
1.648956730303016,71230859119.82486,1.845132042326996,48563429670.01945,1.941304400149488,34817912212.66715,1.999633126914421,26047907869.1184,2.039235001996445,20172083233.08423,2.068339461024006,16065513885.44716,2.090939384310942,13090753128.51367,2.109166715816787,10869842537.70212,2.124266577260089,9169024149.448246,2.137004146924174,7838071424.242856,2.147951491975123,6777206877.441819
1.683894199115219,71614229646.84688,1.889009995056849,48867044331.27749,1.990814022260162,35068718509.87821,2.05301446843327,26255752140.40578,2.095296248935488,20344212242.85989,2.126281631065601,16208643121.2125,2.150235891338291,13210721046.19605,2.169468467589722,10971390594.82586,2.185337228307829,9255866646.811728,2.198682740432121,7913084295.845081,2.210116444027737,6842597725.07639
1.719878643097321,71986748605.71538,1.934193726547774,49157044591.04375,2.041771565687514,35306436958.47256,2.10799068971709,26452647716.21201,2.153105555412985,20507676461.7708,2.186115246335733,16344995116.13932,2.21154889741427,13325343091.28484,2.231892127772161,11068652881.32043,2.248614079957466,9339206247.708822,2.262643520548005,7985190203.645339,2.274624743295759,6905536031.911113
1.756973700839199,72348729406.92056,1.980760469295466,49433437107.06078,2.094246866701493,35530726770.5583,2.164616832017033,26637999254.58109,2.212705104571084,20661773545.16356,2.247874770300885,16473866152.59254,2.274909758461403,13433966120.04988,2.296469065070875,11161044512.30711,2.31412789114758,9418525480.149025,2.328922560393348,8053936788.205013,2.341515661833679,6965624634.931643
1.795247703505229,72700491505.63815,2.028794581442315,49696264549.23344,2.148318723521768,35741319351.86913,2.222957196123816,26811288859.66109,2.274144818253542,20805859965.77609,2.311599868294261,16594587150.6582,2.340352309121897,13535951491.11365,2.363230665986217,11247981068.32365,2.381927430297562,9493320586.345348,2.397552247677436,8118858079.815415,2.410823494672909,7022450016.985744
1.834774019113676,73042356105.60146,2.07838794665108,49945597438.91164,2.204075458407306,35938012190.63873,2.283086401481606,26972077787.37308,2.337484006842023,20939360015.87455,2.377337455547491,16706536351.48975,2.407915037323028,13630688363.64619,2.432200750089744,11328880133.8801,2.452031671325756,9563054507.274841,2.468562859567323,8179483363.331333,2.482578825014494,7075589595.789321
1.875631440072497,73374642061.17943,2.129640420895704,50181525973.78457,2.261615470570129,36120661342.56275,2.34509037304317,27120005427.60513,2.402792973967801,21061772143.90855,2.445143826331706,16809150365.33783,2.477643510575737,13717606553.75156,2.503439653701903,11403221026.76221,2.524473913978523,9627219346.872602,2.541984787908143,8235347492.286839,2.556810506416283,7124620612.760247
1.917904618465025,73697661935.49149,2.18266033554886,50404151936.23158,2.321047795360633,36289172840.36151,2.409067255900383,27254785739.76444,2.470154534825419,21172672329.69044,2.515086783017922,16901932893.09946,2.549592955879107,13796188103.11649,2.576977887664989,11470477813.46682,2.599292595653818,9685333222.792868,2.617851389175127,8286002125.845967,2.633548376305713,7169130241.921455
1.961684553979767,74011718160.92747,2.23756506613965,50613580747.01539,2.382492686890124,36443493346.13658,2.475128266682667,27376201437.58607,2.539665419863333,21271714407.72993,2.587247688932489,16984460596.58194,2.623814819239098,13865962868.58327,2.652874564294327,11530194593.31237,2.676534570537226,9736952013.656919,2.696202370488771,8331027176.122916,2.712826645145519,7208726332.959525
2.007069139850769,74317099237.49899,2.294481676181865,50809913691.61372,2.446082242199939,36583600335.69422,2.543398498548072,27484096301.65746,2.611437551081544,21358627449.50097,2.661723382512901,17056385811.57787,2.700437120766467,13926582989.53302,2.731198352289168,11581969940.42803,2.756258609990056,9781679841.655701,2.777087562681658,8370041631.693334,2.794687830707495,7243048036.615429
2.054163772721651,74614075893.68837,2.353547645566326,50993240314.22562,2.511961085377728,36709492061.41523,2.61401770277039,27578366041.14889,2.68559919414538,21433210489.819,2.738627910558922,17117436040.16261,2.779515170497596,13977694452.82623,2.812035405722859,11625468342.23225,2.838538945304881,9819177473.265257,2.860570884929051,8402712897.922889,2.879187040030482,7271775473.317048
2.103082032967856,74902897123.51595,2.4149116931918,51163630945.11027,2.580287129812033,36821177489.31596,2.687141074191284,27658948131.58782,2.762296004260147,21495325013.65269,2.818072656742227,17167398632.69999,2.861184342376911,14019067481.37922,2.895491243849047,11660422746.55065,2.923468672633584,9849167983.598536,2.946734282755779,8428763882.820431,2.966396356324883,7294637625.880182
2.153946442709,75183786002.04527,2.478734703787736,51321129300.62041,2.651232436223683,36918666351.44692,2.762940070150766,27725811028.79651,2.841691995857534,21544885698.80471,2.900274042872884,17206173081.28609,2.945582946021603,14050527118.39412,2.981693238282141,11686634703.82072,3.011162862761603,9871439279.273359,3.035681428177582,8447977253.01988,3.056409075017564,7311417773.173812
2.206889309514732,75456935169.10284,2.54519076925624,51465745072.02189,2.724984183358793,37001959400.71111,2.841603293122284,27778943108.27678,2.923970474777355,21581849936.20167,2.985341965811494,17233645819.77012,3.032874050960467,14071963608.29019,3.070792734410968,11703971323.67085,3.101761261889235,9885843371.73279,3.127541007243247,8460196559.660378,3.149343556803457,7321956018.078001
2.262053664650887,75722501857.24106,2.614468355316653,51597446398.7215,2.801745767385556,37071038904.59082,2.923337466474142,27818341613.17526,3.009334976512007,21606206629.03595,3.073496714074613,17249797526.63773,3.123244910983982,14083322977.60938,3.162966799623151,11712359418.92724,3.195430526105933,9892292589.956472,3.222469480026267,8465324242.75816,3.245346522589539,7326148761.372065
2.319594305622151,75980602324.5587,2.686771604747114,51716152103.55123,2.881738045178278,37125859369.2397,3.008368530920358,27844001820.93156,3.098010194204037,21617964711.60342,3.164956257068333,17254631837.13522,3.216908108002136,14084597292.37858,3.25841963486639,11711777397.3416,3.292365992120154,9890753173.185127,3.320653270253977,8463316813.697652,3.344595694958667,7323945281.427486
2.379678953733539,76231305535.58392,2.76232178904389,51821723551.97162,2.96520073582532,37166338447.18767,3.096942886657634,27855906566.01754,3.190242258058711,21617141861.97353,3.259964698013065,17248177582.29281,3.314102571477767,14075813864.27953,3.357383721079684,11702245564.32742,3.392793040601374,9881236857.896139,3.422310413581005,8454177744.073195,3.447301778258073,7315341845.757079
2.442489538401305,76474625913.73109,2.841358920804967,51913955983.24442,3.052393993845905,37192347951.13151,3.189328803190594,27854016189.37749,3.286303987844039,21603753198.36081,3.358791515416907,17230476636.22372,3.415094554851752,14057024014.14863,3.4601207946638,11683815518.13176,3.496968149050475,9863791154.290911,3.527691753707699,8437948727.279394,3.553709849293946,7300373965.397744
2.508223620972281,76710514966.63266,2.924143539515208,51992569149.71191,3.143600166679416,37203704873.13726,3.285817986486469,27838258934.81559,3.386489571114725,21577800995.03949,3.461732742068746,17201572868.68227,3.520178649992937,14028291912.62459,3.566922755556456,11656559265.37143,3.605179754707909,9838488999.97496,3.637081816545863,8414700019.777249,3.664100290919776,7279107488.382447
2.577095971826835,76938851560.79752,3.010958683567354,52057197090.4845,3.23912574790772,37200162293.05834,3.386726934134417,27808521923.5187,3.491120978975415,21539264890.02613,3.569112310191243,17161501738.02712,3.629678913283243,13989683902.22375,3.678112608907672,11620558581.44943,3.717749054396453,9805418400.558695,3.750799511597876,8384520523.544446,3.77878943516636,7251629217.723465
2.649340315499373,77159430594.54541,3.102112061168858,52107376858.56435,3.339303536225835,37181400052.08797,3.492401119214284,27764641542.47598,3.600548461034709,21488092643.2022,3.681283600350613,17110280679.15017,3.74395016458204,13941258582.42937,3.79404552944316,11575895011.3674,3.835030859849975,9764672544.383247,3.869198808087547,8347508164.157736,3.898130090501781,7218037652.960145
2.725211259387259,77371949788.23804,3.197938432091349,52142536016.63598,3.444494788289985,37147015153.71728,3.603213635590516,27706395975.84291,3.715152570294518,21424191630.49957,3.798631220365929,17047900355.46065,3.863379504995102,13883057825.29492,3.915110119460246,11522640773.96884,3.957414607971562,9716340738.169462,3.99266951551791,8303760979.3461,4.02251211345023,7178434321.878734
2.804986422246841,77575994278.95114,3.298802210802799,52161978717.87584,3.555092614514232,37096511324.82733,3.719570234021665,27633496074.30539,3.835346422873735,21347420945.10146,3.921573028612195,16974316779.68961,3.988388082655262,13815098794.2995,4.041729909876084,11460850713.60608,4.085325599847289,9660500374.67836,4.121638269788908,8253369187.747282,4.152363154738612,7132916020.586479
2.888968778973731,77771018673.82269,3.405100299104123,52164870196.31061,3.671523827775752,37029288535.25684,3.841911308565902,27545577196.99071,3.961578189983749,21257584041.969,4.050562403914068,16889444267.14743,4.119433118552493,13737366969.60046,4.174365130976069,11390555348.34699,4.219226513837258,9597210028.339544,4.256569792060543,8196408377.664776,4.288149671341096,7081568140.437204
