waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=1.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=1.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=1.7e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=1.7e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=2.1e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=2.1e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=2.5e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=2.5e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=2.9e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=2.9e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=3.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=3.3e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=3.7e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=3.7e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=4.1e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=4.1e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=4.5e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=4.5e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=4.9e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=4.9e-07) Y,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=5.3e-07) X,waveVsWave(?x (OP("/M0" "gm") / OP("/M0" "ids")) ?y (OP("/M0" "gm") * OP("/M0" "rout"))) (Ln=5.3e-07) Y
1.719878643097321,3.717906639773612,1.934193726547774,4.489878003396615,2.041771565687514,4.343795359736229,2.10799068971709,4.093032816317503,2.153105555412985,3.882486789641171,2.186115246335733,3.722980888175337,2.21154889741427,3.603503885486071,2.231892127772161,3.512809312733784,2.248614079957466,3.44255740996435,2.262643520548005,3.386981216463035,2.274624743295759,3.342223520569946
1.756973700839199,3.856423242174469,1.980760469295466,4.746673314615369,2.094246866701493,4.640944363094776,2.164616832017033,4.398158825041262,2.212705104571084,4.184581358056436,2.247874770300885,4.018928994967032,2.274909758461403,3.892958198918754,2.296469065070875,3.796310498256898,2.31412789114758,3.720814683932831,2.328922560393348,3.660816621107084,2.341515661833679,3.612228446119591
1.795247703505229,3.997672125745795,2.028794581442315,5.016563514909774,2.148318723521768,4.959251333284756,2.222957196123816,4.729377865457938,2.274144818253542,4.515637486193691,2.311599868294261,4.345476261319654,2.340352309121897,4.213937412840027,2.363230665986217,4.111852589460757,2.381927430297562,4.031440302110976,2.397552247677436,3.967110752657149,2.410823494672909,3.914750034247098
1.834774019113676,4.141549428972327,2.07838794665108,5.299882950564232,2.204075458407306,5.299829431616439,2.283086401481606,5.088564306443627,2.337484006842023,4.878178658824821,2.377337455547491,4.705668331864307,2.407915037323028,4.569896365328027,2.432200750089744,4.46315766775542,2.452031671325756,4.378406703332568,2.468562859567323,4.310081527664982,2.482578825014494,4.254162669380564
1.875631440072497,4.287948361317483,2.129640420895704,5.596953070919215,2.261615470570129,5.663806432838986,2.34509037304317,5.477659099205206,2.402792973967801,5.2748621929446,2.445143826331706,5.102759081050942,2.477643510575737,4.964572713941841,2.503439653701903,4.854466916832687,2.524473913978523,4.766153065648784,2.541984787908143,4.694421418201064,2.556810506416283,4.635365990378631
1.917904618465025,4.43675989565897,2.18266033554886,5.908082073685311,2.321047795360633,6.052322909584957,2.409067255900383,5.898666483886189,2.470154534825419,5.708475280281025,2.515086783017922,5.540208076841024,2.549592955879107,5.401988312792452,2.576977887664989,5.29019095952371,2.599292595653818,5.199550763292319,2.617851389175127,5.125320689603054,2.633548376305713,5.063816799366755
1.961684553979767,4.58787343231244,2.23756506613965,6.233564647422417,2.382492686890124,6.466530643852205,2.475128266682667,6.353650864561856,2.539665419863333,6.181930569529217,2.587247688932489,6.021676411285633,2.623814819239098,5.886339037840631,2.652874564294327,5.775197990106808,2.676534570537226,5.683912992530165,2.696202370488771,5.608484751959324,2.712826645145519,5.545554847754305
2.007069139850769,4.741177426497279,2.294481676181865,6.573681789341292,2.446082242199939,6.907591263664088,2.543398498548072,6.844733962045564,2.611437551081544,6.698261557705952,2.661723382512901,6.551021244725594,2.700437120766467,6.422514789516472,2.731198352289168,6.314696007185256,2.756258609990056,6.224998653968145,2.777087562681658,6.150144668454809,2.794687830707495,6.087221023018912
2.054163772721651,4.896559971709543,2.353547645566326,6.928700672601718,2.511961085377728,7.376675088261004,2.61401770277039,7.374092329077756,2.68559919414538,7.260618056216871,2.738627910558922,7.132289478243221,2.779515170497596,7.015070461037769,2.812035405722859,6.914255373127356,2.838538945304881,6.829010377270207,2.860570884929051,6.757060233280021,2.879187040030482,6.696066806382976
2.103082032967856,5.053909332057149,2.4149116931918,7.298874533215237,2.580287129812033,7.874960149876999,2.687141074191284,7.943955282759706,2.762296004260147,7.872261975609741,2.818072656742227,7.769534307782556,2.861184342376911,7.669236284846498,2.895491243849047,7.579794628558367,2.923468672633584,7.502586953794277,2.946734282755779,7.436515491162457,2.966396356324883,7.379954367328994
2.153946442709,5.213114417165428,2.478734703787736,7.684442542435571,2.651232436223683,8.403631344277326,2.762940070150766,8.556603275637164,2.841691995857534,8.536563635554486,2.900274042872884,8.467686155895121,2.945582946021603,8.390368098376616,2.981693238282141,8.317568674601468,3.011162862761603,8.25279081447748,3.035681428177582,8.196307071756523,3.056409075017564,8.147347260323217
2.206889309514732,5.374065193757694,2.54519076925624,8.085629626063829,2.724984183358793,8.963879645586928,2.841603293122284,9.21436669044467,2.923970474777355,9.25699875600553,2.985341965811494,9.230789956820132,3.032874050960467,9.184078509685229,3.070792734410968,9.134154982994168,3.101761261889235,9.087091512169049,3.127541007243247,9.044726197512214,3.149343556803457,9.007292325426819
2.262053664650887,5.536653028446054,2.614468355316653,8.502646187345054,2.801745767385556,9.556901303241558,2.923337466474142,9.919625004594979,3.009334976512007,10.03714622449527,3.073496714074613,10.06378567529564,3.123244910983982,10.05621310722919,3.162966799623151,10.03643882075049,3.195430526105933,10.01334640418972,3.222469480026267,9.990535636383996,3.245346522589539,9.969393991606566
2.319594305622151,5.700770956622773,2.686771604747114,8.935687685033766,2.881738045178278,10.18389691978678,3.008368530920358,10.67480622901918,3.098010194204037,10.88068607183319,3.164956257068333,10.97155841663564,3.216908108002136,11.01284141489882,3.25841963486639,11.03159848112879,3.292365992120154,11.03977985933597,3.320653270253977,11.04294316494179,3.344595694958667,11.0437826684268
2.379678953733539,5.866313872619808,2.76232178904389,9.384934012730676,2.96520073582532,10.84607028733852,3.096942886657634,11.48238648149508,3.190242258058711,11.79139060506821,3.259964698013065,11.9591662803465,3.314102571477767,12.06024922185763,3.357383721079684,12.12709143820282,3.392793040601374,12.1749623257865,3.422310413581005,12.21157325534822,3.447301778258073,12.24107923516351
2.442489538401305,6.033178636506253,2.841358920804967,9.850548619737006,3.052393993845905,11.54462683740448,3.189328803190594,12.34488950634525,3.286303987844039,12.77316481138556,3.358791515416907,13.03182269714237,3.415094554851752,13.20493265047813,3.4601207946638,13.33064219877163,3.496968149050475,13.42779049795175,3.527691753707699,13.50643869398568,3.553709849293946,13.57235776852533
2.508223620972281,6.201264093028374,2.924143539515208,10.33267730747662,3.143600166679416,12.28077153307579,3.285817986486469,13.26488561893187,3.386489571114725,13.82998013547815,3.461732742068746,14.19489588288835,3.520178649992937,14.45359415227542,3.566922755556456,14.65023242634215,3.605179754707909,14.80746962646302,3.637081816545863,14.9379136908674,3.664100290919776,15.04910858981302
2.577095971826835,6.370470998278874,3.010958683567354,10.83144662908829,3.23912574790772,13.05570600403606,3.386726934134417,14.24498597294476,3.491120978975415,14.96592239885975,3.569112310191243,15.45390930537845,3.629678913283243,15.81314042732228,3.678112608907672,16.09409367082865,3.717749054396453,16.32349874584549,3.750799511597876,16.5167097697511,3.77878943516636,16.68320347923365
2.649340315499373,6.540701849734329,3.102112061168858,11.34696181325545,3.339303536225835,13.87062469323732,3.492401119214284,15.28786148189403,3.600548461034709,16.18517927550626,3.681283600350613,16.81454278707217,3.74395016458204,17.29068205035939,3.79404552944316,17.67070276479088,3.835030859849975,17.98565926786869,3.869198808087547,18.25385536579437,3.898130090501781,18.48686453092862
2.725211259387259,6.711860615350412,3.197938432091349,11.87930412696164,3.444494788289985,14.72670796096517,3.603213635590516,16.39620414028856,3.715152570294518,17.49203949686029,3.798631220365929,18.28263369693573,3.863379504995102,18.89353435644632,3.915110119460246,19.38877964813342,3.957414607971562,19.80400701942491,3.99266951551791,20.16067962493059,4.02251211345023,20.47263764092726
2.804986422246841,6.883852357494438,3.298802210802799,12.42852758600117,3.555092614514232,15.62512196825,3.719570234021665,17.57274634669874,3.835346422873735,18.89089049762325,3.921573028612195,19.86417749521696,3.988388082655262,20.62921888715154,4.041729909876084,21.25728705873788,4.085325599847289,21.78886739961584,4.121638269788908,22.24880041404301,4.152363154738612,22.65337105986801
2.888968778973731,7.056582747670818,3.405100299104123,12.99465491723287,3.671523827775752,16.56700225962875,3.841911308565902,18.82024601381399,3.961578189983749,20.38621367039416,4.050562403914068,21.56532668116921,4.119433118552493,22.50546441902564,4.174365130976069,23.28543117221192,4.219226513837258,23.95083289187751,4.256569792060543,24.53011602135005,4.288149671341096,25.04219882064393
2.977489237973703,7.229957468318986,3.517264717616647,13.57767044107841,3.794252224075533,17.55344499374528,3.970714787133638,20.14147506089898,4.094333810150179,21.98257622160261,4.186090751452215,23.39238694991959,4.257010187143728,24.53020628173246,4.313514756713326,25.48266188169308,4.359619209151244,26.30076168732669,4.397968452218474,27.01679945074,4.430378254032241,27.65252817391521
3.070909466535226,7.403881498504052,3.635767946464193,14.17752473473386,3.923782079872597,18.58549556041921,4.106499214599596,21.53920378001246,4.234139898496301,23.68461842239292,4.328690220198944,25.35180908556969,4.401655728773036,26.7115823151833,4.459718803908273,27.8586709677119,4.507046808192244,28.84977564395641,4.54638013446403,29.72129358286671,4.579597279145082,30.49802942660898
3.169624977732495,7.578258281163505,3.761122655995301,14.79410823519543,4.06066142094799,19.66413071502154,4.249826997073067,23.01618011094158,4.381566816163397,25.49703482580775,4.478936591541791,27.4501747989075,4.553949752116106,29.05792340484412,4.613560845042948,30.42338590651921,4.662096018664401,31.60925520863988,4.702394369976536,32.65630477484592,4.736398854872689,33.59262576663906
